DD/MM/YYYY HH:MM (UTC),Latitude (decimal degrees),Longitude (decimal degrees),Significant Wave Height (m),Peak Period (s)
09/12/2019 18:10 (UTC),-64.37969970703125,120.4885025024414,,
09/12/2019 19:10 (UTC),-64.37914276123047,120.4771957397461,,
09/12/2019 20:10 (UTC),-64.38224792480469,120.46846771240234,,
09/12/2019 21:10 (UTC),-64.38763427734375,120.46272277832031,,
09/12/2019 22:10 (UTC),-64.39311981201172,120.46141815185547,,
09/12/2019 23:10 (UTC),-64.39786529541016,120.46417999267578,,
10/12/2019 01:10 (UTC),-64.4022445678711,120.48095703125,,
10/12/2019 02:10 (UTC),-64.40137481689453,120.49027252197266,1.065951186414559,11.130434782608695
10/12/2019 03:10 (UTC),-64.40137481689453,120.49027252197266,1.115958417686866,10.666666666666666
10/12/2019 04:10 (UTC),-64.39604187011719,120.49801635742188,0.8428136656610138,10.666666666666666
10/12/2019 05:10 (UTC),-64.392333984375,120.49534606933594,1.0222513767888792,11.130434782608695
10/12/2019 06:10 (UTC),-64.38899993896484,120.48761749267578,0.9597886514835643,11.130434782608695
10/12/2019 07:10 (UTC),-64.38714599609375,120.47663879394531,1.2543314131856156,11.130434782608695
10/12/2019 08:10 (UTC),-64.3880615234375,120.46550750732422,0.7720926869127154,10.24
10/12/2019 13:10 (UTC),-64.40194702148438,120.46786499023438,0.7429749311653737,10.666666666666666
10/12/2019 14:10 (UTC),-64.40209197998047,120.47675323486328,0.6603346718590614,10.666666666666666
10/12/2019 16:10 (UTC),-64.40209197998047,120.47675323486328,0.514111792814827,9.846153846153847
10/12/2019 17:10 (UTC),-64.40209197998047,120.47675323486328,0.5677210495194597,10.24
10/12/2019 18:10 (UTC),-64.40209197998047,120.47675323486328,0.5890934245639792,10.24
10/12/2019 19:10 (UTC),-64.40209197998047,120.47675323486328,0.7008437764251277,10.24
10/12/2019 19:30 (UTC),-64.40209197998047,120.47675323486328,0.6417102181045928,9.846153846153847
10/12/2019 19:50 (UTC),-64.37139892578125,120.49285125732422,0.7111991205894979,9.481481481481481
10/12/2019 20:10 (UTC),-64.37032318115234,120.4904556274414,0.6098783672684829,9.846153846153847
10/12/2019 20:30 (UTC),-64.36933135986328,120.48751831054688,0.6425704240714694,9.142857142857142
10/12/2019 20:50 (UTC),-64.36843872070312,120.48468017578125,0.7235197382192762,9.481481481481481
