DD/MM/YYYY HH:MM (UTC),Latitude (decimal degrees),Longitude (decimal degrees),Significant Wave Height (m),Peak Period (s)
23/09/2012 2:00,-61.51758,121.18118,0.3174145554318516,13.473638825637641
23/09/2012 5:00,-61.54881,121.08153,0.2743428511917159,13.473638825637641
23/09/2012 8:00,-61.63351,120.99311,1.9860513588525348,10.666666666666666
23/09/2012 11:00,-61.71047,121.08929,4.073659779608503,11.6362959342782
23/09/2012 14:00,-61.72931,121.24235,3.762926520675098,11.907029910459135
23/09/2012 17:00,-61.73091,121.33202,7.053482544105429,13.837766031051947
23/09/2012 20:00,-61.75778,121.38866,5.529778295736638,13.837766031051947
23/09/2012 23:00,-61.77778,121.52528,4.554508974631624,13.128183584519245
24/09/2012 2:00,-61.7641,121.68403,4.493620366697659,13.128183584519245
24/09/2012 5:00,-61.7247,121.77295,2.918018505767227,12.487824371238043
24/09/2012 8:00,-61.6995,121.77548,3.0031610013450827,11.907029910459135
24/09/2012 11:00,-61.70319,121.79457,2.52046662346479,11.130403811050266
24/09/2012 14:00,-61.70115,121.87272,1.8110461065362196,12.190513342516853
24/09/2012 17:00,-61.67364,121.92278,1.8509889248723235,11.6362959342782
24/09/2012 20:00,-61.65123,121.89477,1.654405029005896,10.448993239501375
24/09/2012 23:00,-61.65232,121.86188,1.5481912026619968,10.240026214467107
25/09/2012 2:00,-61.65802,121.90566,1.6085670641909837,10.039253481111144
25/09/2012 5:00,-61.63336,121.95464,1.9842661111856947,11.130403811050266
25/09/2012 8:00,-61.60398,121.95838,1.9947651490839717,11.377729232799718
25/09/2012 11:00,-61.59554,121.93791,1.8162951302032389,10.448993239501375
25/09/2012 14:00,-61.59797,121.93616,1.9992278509464598,11.6362959342782
25/09/2012 17:00,-61.59779,121.9595,1.9284937127198523,12.487824371238043
25/09/2012 20:00,-61.57589,121.98741,1.5578189882011324,12.190513342516853
25/09/2012 23:00,-61.54776,121.96163,1.675331608965819,11.377729232799718
26/09/2012 2:00,-61.54301,121.91685,1.296049381775247,11.907029910459135
26/09/2012 5:00,-61.56253,121.91842,1.274249583088023,10.039253481111144
26/09/2012 8:00,-61.5576,121.96014,0.8649624269296327,11.377729232799718
26/09/2012 11:00,-61.53553,121.95726,0.9406210714203674,11.377729232799718
26/09/2012 14:00,-61.52316,121.92022,0.8344962552342581,13.473638825637641
26/09/2012 17:00,-61.52716,121.89379,1.0177858320884605,15.058880221666715
26/09/2012 20:00,-61.51259,121.93831,0.8802090660746457,14.628651677174915
26/09/2012 23:00,-61.45613,122.00356,0.8993241907121147,13.473638825637641
27/09/2012 2:00,-61.39893,122.00247,0.6398499824177539,12.8
27/09/2012 5:00,-61.36604,121.95775,0.5885439660722044,13.837766031051947
27/09/2012 8:00,-61.3348,121.9735,0.6245254198189214,12.487824371238043
27/09/2012 11:00,-61.27469,122.03023,0.6547671341782512,12.8
27/09/2012 14:00,-61.20893,122.04804,0.5012464463714431,12.8
27/09/2012 17:00,-61.16935,122.05338,0.61773780845922,11.907029910459135
27/09/2012 20:00,-61.15014,122.10619,0.6967237616157497,12.190513342516853
27/09/2012 23:00,-61.12982,122.19435,0.7385607625645977,12.487824371238043
28/09/2012 2:00,-61.10748,122.26508,0.6656245187791687,12.190513342516853
28/09/2012 5:00,-61.10322,122.30359,0.6226395425926625,12.8
28/09/2012 8:00,-61.12773,122.34806,0.48680180772055476,13.473638825637641
28/09/2012 11:00,-61.17152,122.40126,0.3807991596629383,13.837766031051947
28/09/2012 14:00,-61.2031,122.49987,0.44937289637894273,11.907029910459135
28/09/2012 17:00,-61.20394,122.62144,0.7869536199802374,8.0
28/09/2012 20:00,-61.20381,122.71454,1.2296601156417166,8.67799434194769
28/09/2012 23:00,-61.20548,122.79964,1.3000615370050759,8.258047467256842
29/09/2012 2:00,-61.20929,122.92363,1.469492429378253,9.846202319765267
29/09/2012 5:00,-61.19896,123.06761,1.420208435406578,9.846202319765267
29/09/2012 8:00,-61.17393,123.19399,1.1417039896575645,9.481459006911985
29/09/2012 11:00,-61.14576,123.28522,1.2506062529829283,9.660342362533328
29/09/2012 14:00,-61.132,123.34666,1.3020906266462409,10.448993239501375
29/09/2012 17:00,-61.12519,123.43225,1.1751016977266266,9.481459006911985
29/09/2012 20:00,-61.1025,123.53324,1.1507076083871175,9.660342362533328
29/09/2012 23:00,-61.07463,123.61554,1.434344449565724,10.448993239501375
30/09/2012 2:00,-61.06744,123.6528,1.3051712531311743,10.448993239501375
30/09/2012 5:00,-61.09375,123.69258,1.274274695660241,9.660342362533328
30/09/2012 8:00,-61.10822,123.73345,0.8555886862272082,11.130403811050266
30/09/2012 11:00,-61.09688,123.73509,0.8900426956051041,10.666666666666666
30/09/2012 14:00,-61.07414,123.68836,0.8379880667408098,10.448993239501375
30/09/2012 17:00,-61.06271,123.63833,0.9580313147282817,11.377729232799718
30/09/2012 20:00,-61.06091,123.65904,0.9043008348995372,11.907029910459135
30/09/2012 23:00,-61.0441,123.7388,1.2459149248644548,11.377729232799718
01/10/2012 2:00,-61.01912,123.82354,1.6989832253439114,11.907029910459135
01/10/2012 5:00,-61.01993,123.89495,2.75264527318723,14.222323358743884
01/10/2012 8:00,-61.03789,124.00033,4.742092365190707,17.066593849199577
01/10/2012 11:00,-61.03337,124.15428,5.806590738118195,17.066593849199577
01/10/2012 14:00,-61.03346,124.25918,4.476527225428211,16.516094934513685
01/10/2012 17:00,-61.069,124.36027,4.636088006067184,15.058880221666715
01/10/2012 20:00,-61.07639,124.50277,4.134415557246272,15.51518160520069
01/10/2012 23:00,-61.04145,124.6357,3.6360066006540745,15.51518160520069
02/10/2012 2:00,-61.00868,124.79879,3.6148338827669524,12.190513342516853
02/10/2012 5:00,-60.98468,124.94882,2.9749756301522874,13.473638825637641
02/10/2012 8:00,-60.9715,125.14312,2.604976775328333,12.487824371238043
02/10/2012 11:00,-60.96686,125.33914,2.395358845768208,11.377729232799718
02/10/2012 14:00,-60.96048,125.53785,2.8039572036677023,12.487824371238043
02/10/2012 17:00,-60.94054,125.66371,2.8789609236667313,11.6362959342782
02/10/2012 23:00,-60.96246,125.85056,2.594927359291585,12.190513342516853
03/10/2012 2:00,-60.98217,125.90656,2.1379541622775733,10.893602187435318
03/10/2012 5:00,-60.99184,125.9099,2.058791878748311,12.190513342516853
03/10/2012 11:00,-60.99613,125.91209,1.6343120876992865,12.487824371238043
03/10/2012 14:00,-60.96843,125.99026,1.3099618315050252,11.130403811050266
03/10/2012 17:00,-60.92538,126.0607,1.1547605812461732,11.130403811050266
03/10/2012 20:00,-60.8889,126.12653,0.9607413803932877,12.487824371238043
03/10/2012 23:00,-60.86166,126.21677,0.8700712614493137,11.907029910459135
04/10/2012 2:00,-60.83499,126.29897,0.8506091934607808,10.448993239501375
04/10/2012 5:00,-60.79634,126.3884,0.5038253665706005,12.8
04/10/2012 8:00,-60.75183,126.44614,0.6293742924524325,12.487824371238043
04/10/2012 11:00,-60.72146,126.49639,1.0738789503477568,11.130403811050266
04/10/2012 14:00,-60.70924,126.5726,1.3160486313202868,10.666666666666666
04/10/2012 17:00,-60.69641,126.65802,1.2922228909905598,11.377729232799718
04/10/2012 20:00,-60.69217,126.70995,1.328228895936239,12.190513342516853
04/10/2012 23:00,-60.71172,126.74815,1.2743123635906544,12.190513342516853
05/10/2012 2:00,-60.74691,126.85329,1.0719850745229618,8.982466225926991
05/10/2012 8:00,-60.74106,127.09878,1.4386048797359197,8.67799434194769
05/10/2012 11:00,-60.73354,127.13698,1.708,9.481459006911985
05/10/2012 14:00,-60.74216,127.16612,1.4686973820362041,9.660342362533328
05/10/2012 17:00,-60.75659,127.23375,1.5283769168631145,9.142857142857142
05/10/2012 20:00,-60.76213,127.33709,1.4582235768221552,10.240026214467107
05/10/2012 23:00,-60.75162,127.41904,1.953736932137999,10.893602187435318
06/10/2012 2:00,-60.73885,127.48065,2.09105141017623,10.893602187435318
06/10/2012 5:00,-60.7361,127.55977,2.2294501564287104,10.448993239501375
06/10/2012 8:00,-60.72775,127.66491,2.1166539632164723,9.481459006911985
06/10/2012 11:00,-60.70667,127.7449,2.354321983077081,10.666666666666666
06/10/2012 14:00,-60.70795,127.78761,2.3725395676363332,10.893602187435318
06/10/2012 17:00,-60.75013,127.82534,2.0413133027538914,10.240026214467107
06/10/2012 20:00,-60.81313,127.87328,2.1798201760695766,9.660342362533328
06/10/2012 23:00,-60.87143,127.96631,3.124271435070903,9.660342362533328
07/10/2012 2:00,-60.88143,128.12316,3.7590488158575432,9.846202319765267
07/10/2012 5:00,-60.87128,128.22771,4.383587571841129,11.6362959342782
07/10/2012 8:00,-60.87969,128.30419,4.766481301757094,13.837766031051947
07/10/2012 11:00,-60.90032,128.39149,5.552031700197685,14.222323358743884
07/10/2012 14:00,-60.91228,128.48425,4.999779195124521,13.837766031051947
07/10/2012 17:00,-60.91223,128.53714,5.035577424685276,13.837766031051947
07/10/2012 20:00,-60.92462,128.54683,4.4408827951208085,13.473638825637641
07/10/2012 23:00,-60.95467,128.60881,3.9255287541935036,13.837766031051947
08/10/2012 2:00,-60.95678,128.74188,4.717243262754211,12.8
08/10/2012 5:00,-60.92288,128.86245,4.29151348593943,13.837766031051947
08/10/2012 8:00,-60.89213,128.9029,4.0865496448715755,12.190513342516853
08/10/2012 11:00,-60.88399,128.91679,3.8590941942378136,11.907029910459135
08/10/2012 14:00,-60.87169,128.98071,3.457157213665586,13.128183584519245
08/10/2012 17:00,-60.84624,129.06753,3.547988726024929,13.128183584519245
08/10/2012 20:00,-60.8113,129.16388,4.437972510054563,13.837766031051947
08/10/2012 23:00,-60.77954,129.21349,5.737287163808345,18.96309781165851
09/10/2012 2:00,-60.77095,129.25437,6.377170532454029,17.655055525149628
09/10/2012 5:00,-60.76894,129.35175,5.426405071499915,18.28554710356934
09/10/2012 8:00,-60.74002,129.45864,4.673097473838952,14.222323358743884
09/10/2012 11:00,-60.71162,129.54645,4.920045528244632,17.066593849199577
09/10/2012 14:00,-60.68454,129.64244,4.753602423425838,16.0
09/10/2012 17:00,-60.65449,129.73842,4.226364868299943,12.8
