DD/MM/YYYY HH:MM (UTC),Latitude (decimal degrees),Longitude (decimal degrees),Significant Wave Height (m),Peak Period (s)
21/04/2017 04:00 (UTC),-69.16854095458984,171.81153869628906,0.9144265843596994,12.8
21/04/2017 04:15 (UTC),-69.16780090332031,171.80528259277344,0.8483018306498823,13.473684210526315
21/04/2017 04:30 (UTC),-69.16765594482422,171.79954528808594,0.9170125323263933,12.8
21/04/2017 04:45 (UTC),-69.16690826416016,171.79310607910156,1.0167320087155178,12.8
21/04/2017 05:00 (UTC),-69.16608428955078,171.78744506835938,1.043762419392599,12.8
21/04/2017 05:15 (UTC),-69.16541290283203,171.78164672851562,1.1073211139676136,12.19047619047619
21/04/2017 05:30 (UTC),-69.16465759277344,171.77703857421875,0.9409697220985322,11.130434782608695
21/04/2017 05:45 (UTC),-69.1637954711914,171.7726287841797,0.8899348412460688,13.473684210526315
21/04/2017 06:00 (UTC),-69.1628189086914,171.7684326171875,1.0119130305211514,11.636363636363637
21/04/2017 06:15 (UTC),-69.16182708740234,171.76463317871094,1.2295364965767321,13.473684210526315
21/04/2017 06:30 (UTC),-69.16069030761719,171.76116943359375,1.1256997793077623,11.636363636363637
21/04/2017 06:45 (UTC),-69.1595230102539,171.75733947753906,1.0708052899935,11.130434782608695
21/04/2017 07:00 (UTC),-69.15817260742188,171.75399780273438,1.1564428323320655,11.636363636363637
21/04/2017 07:15 (UTC),-69.15657043457031,171.7511444091797,0.9153797081484133,12.8
21/04/2017 07:30 (UTC),-69.15496063232422,171.74819946289062,1.1490865936118697,13.473684210526315
21/04/2017 07:45 (UTC),-69.1534423828125,171.74485778808594,0.8442937723503242,11.636363636363637
21/04/2017 08:00 (UTC),-69.15151977539062,171.7416534423828,0.8622575101118889,12.8
21/04/2017 08:15 (UTC),-69.14950561523438,171.73863220214844,1.0629844682981684,12.8
21/04/2017 08:30 (UTC),-69.14740753173828,171.73521423339844,1.0656528256718347,12.8
21/04/2017 08:45 (UTC),-69.14507293701172,171.73361206054688,0.9713001525969902,12.8
21/04/2017 09:00 (UTC),-69.14307403564453,171.73077392578125,1.1208282581672964,11.636363636363637
21/04/2017 09:15 (UTC),-69.14054107666016,171.7263641357422,1.029283266502337,11.636363636363637
21/04/2017 09:30 (UTC),-69.13821411132812,171.72244262695312,1.019952913394232,11.636363636363637
21/04/2017 09:45 (UTC),-69.13582611083984,171.7185821533203,1.0629092157736533,14.222222222222221
21/04/2017 10:00 (UTC),-69.13333129882812,171.71412658691406,0.9511004035307119,12.19047619047619
21/04/2017 10:15 (UTC),-69.13072204589844,171.70916748046875,1.005648040792032,12.19047619047619
21/04/2017 10:30 (UTC),-69.12812042236328,171.70350646972656,1.2547828723578813,14.222222222222221
21/04/2017 10:45 (UTC),-69.1257553100586,171.69720458984375,1.0351656931320459,12.8
21/04/2017 11:00 (UTC),-69.12345123291016,171.6916046142578,0.9922822321325075,12.19047619047619
21/04/2017 11:15 (UTC),-69.12114715576172,171.68589782714844,1.2403031938337807,11.636363636363637
