DD/MM/YYYY HH:MM (UTC),Latitude (decimal degrees),Longitude (decimal degrees),Significant Wave Height (m),Peak Period (s)
22/09/2012 17:00,-61.41227,121.13549,0.48429742927254943,14.628651677174915
22/09/2012 17:00,-61.45144,121.06836,0.56908347366621,13.837766031051947
22/09/2012 17:00,-61.53974,120.99808,3.354373861095391,11.377729232799718
22/09/2012 17:00,-61.61431,121.08971,4.350185283410352,11.130403811050266
22/09/2012 17:00,-61.63532,121.24214,6.023223057466824,12.487824371238043
22/09/2012 17:00,-61.63308,121.33018,6.422629990899367,12.8
22/09/2012 17:00,-61.6554,121.38552,6.040166885111701,13.473638825637641
22/09/2012 17:00,-61.67146,121.51063,4.876313361546815,13.128183584519245
22/09/2012 17:00,-61.65098,121.67165,4.92863469938684,13.473638825637641
22/09/2012 17:00,-61.59855,121.76108,4.253871648275251,11.377729232799718
22/09/2012 17:00,-61.56048,121.76933,2.9112608952136187,11.6362959342782
22/09/2012 17:00,-61.55444,121.78692,2.642417075330842,11.6362959342782
22/09/2012 17:00,-61.54926,121.8697,2.409604116862353,10.893602187435318
22/09/2012 17:00,-61.50893,121.93187,2.354067118839223,10.039253481111144
22/09/2012 17:00,-61.47721,121.91562,1.6389557651138729,10.448993239501375
22/09/2012 17:00,-61.4716,121.88604,1.765446119257113,9.846202319765267
22/09/2012 17:00,-61.47525,121.92266,1.7065520794865885,10.448993239501375
22/09/2012 17:00,-61.45115,121.9804,2.167121593266054,11.6362959342782
22/09/2012 17:00,-61.41419,121.9892,2.2116961816669125,11.907029910459135
22/09/2012 17:00,-61.40215,121.95679,1.7587995906299274,11.377729232799718
22/09/2012 17:00,-61.40871,121.96642,1.8204746633776587,11.6362959342782
22/09/2012 17:00,-61.40011,122.00986,1.7974426277353055,12.487824371238043
22/09/2012 17:00,-61.37018,122.03472,1.4749210148343537,12.190513342516853
22/09/2012 17:00,-61.34359,122.00203,1.2907114317305786,14.222323358743884
22/09/2012 17:00,-61.34407,121.95486,1.2883415696157599,11.907029910459135
22/09/2012 17:00,-61.35998,121.95336,1.4502082609059983,13.128183584519245
22/09/2012 17:00,-61.35474,121.98337,1.2869809633401732,10.240026214467107
22/09/2012 17:00,-61.33282,121.98154,1.0892345936482186,10.240026214467107
22/09/2012 17:00,-61.31933,121.93767,1.0676254024703609,13.837766031051947
22/09/2012 17:00,-61.32491,121.91774,0.9293008124391154,13.473638825637641
22/09/2012 17:00,-61.30711,121.96412,1.2531368640336138,14.628651677174915
22/09/2012 17:00,-61.2531,122.01932,1.1779779284859289,14.222323358743884
22/09/2012 17:00,-61.2002,122.02665,1.1347528365243242,10.240026214467107
22/09/2012 17:00,-61.16555,122.02192,1.0432027607325434,11.377729232799718
22/09/2012 17:00,-61.12875,122.05271,1.0311857252697014,13.473638825637641
22/09/2012 17:00,-61.07539,122.11808,0.9690820398707222,13.128183584519245
22/09/2012 17:00,-61.01287,122.19849,0.8387323768640388,12.190513342516853
22/09/2012 17:00,-60.96201,122.21416,0.7825599018605541,12.8
22/09/2012 17:00,-60.90949,122.22414,0.8160784276036219,10.448993239501375
22/09/2012 17:00,-60.89166,122.27035,0.7811683557338969,11.6362959342782
22/09/2012 17:00,-60.8853,122.29841,0.8102246602023417,12.190513342516853
22/09/2012 17:00,-60.90613,122.32228,0.7849076378784958,11.130403811050266
22/09/2012 17:00,-60.95112,122.33125,0.7142324551572828,11.130403811050266
22/09/2012 17:00,-60.99601,122.43448,1.3682806729615091,7.641812943702764
22/09/2012 17:00,-61.00171,122.60096,1.7753467266987595,8.0
22/09/2012 17:00,-60.99558,122.70881,1.5659527451363275,8.258047467256842
22/09/2012 17:00,-61.01312,122.79962,1.687464369994223,8.827605688509106
22/09/2012 17:00,-61.03427,122.92827,1.6492907566587525,9.481459006911985
22/09/2012 17:00,-61.03412,123.13632,1.6547193115450125,9.660342362533328
22/09/2012 17:00,-61.0044,123.33475,1.5459366093084153,9.30908007670682
22/09/2012 17:00,-60.9777,123.4729,2.0103372851340144,10.240026214467107
22/09/2012 17:00,-60.96868,123.59087,1.9637311424937987,10.039253481111144
22/09/2012 17:00,-60.96062,123.75502,1.948960748706859,9.30908007670682
22/09/2012 17:00,-60.93958,123.93537,1.7679094999461935,10.240026214467107
22/09/2012 17:00,-60.90003,124.10528,1.848986749546897,9.30908007670682
22/09/2012 17:00,-60.8798,124.21116,1.6591419469111135,10.448993239501375
22/09/2012 17:00,-60.89037,124.30558,1.448430875119693,10.893602187435318
22/09/2012 17:00,-60.91056,124.40231,1.318872245518875,11.130403811050266
22/09/2012 17:00,-60.88974,124.45309,1.3208118715396224,10.448993239501375
22/09/2012 17:00,-60.85206,124.42257,1.9311716650779651,7.013704779138436
22/09/2012 17:00,-60.83176,124.35951,1.895548469440969,7.314272339616293
22/09/2012 17:00,-60.81742,124.34692,1.3895150233084923,11.130403811050266
22/09/2012 17:00,-60.8005,124.40924,1.6389460027712932,9.30908007670682
22/09/2012 17:00,-60.77665,124.49434,2.22736795343742,11.907029910459135
22/09/2012 17:00,-60.77804,124.57337,3.110084243232006,11.907029910459135
22/09/2012 17:00,-60.80623,124.6819,5.338817846677296,16.516094934513685
22/09/2012 17:00,-60.81051,124.83939,5.142242312454752,13.837766031051947
22/09/2012 17:00,-60.81993,124.95739,5.030941065049361,15.51518160520069
22/09/2012 17:00,-60.86757,125.38406,5.218220386300295,13.473638825637641
22/09/2012 17:00,-60.84337,125.53416,4.641037814971992,10.893602187435318
