DD/MM/YYYY HH:MM (UTC),Latitude (decimal degrees),Longitude (decimal degrees),Significant Wave Height (m),Peak Period (s)
04/06/2017 01:15 (UTC),-69.31810760498047,-175.79678344726562,,
04/06/2017 01:30 (UTC),-69.31830596923828,-175.79498291015625,,
04/06/2017 01:45 (UTC),-69.31826782226562,-175.79299926757812,,
04/06/2017 02:00 (UTC),-69.31819152832031,-175.79083251953125,,
04/06/2017 02:15 (UTC),-69.31816864013672,-175.78880310058594,,
04/06/2017 02:30 (UTC),-69.31809997558594,-175.78675842285156,,
04/06/2017 02:45 (UTC),-69.31800079345703,-175.78482055664062,,
04/06/2017 05:45 (UTC),-69.31625366210938,-175.76539611816406,,
04/06/2017 06:00 (UTC),-69.31612396240234,-175.7639923095703,,
04/06/2017 06:15 (UTC),-69.31599426269531,-175.7628173828125,,
04/06/2017 06:45 (UTC),-69.31571960449219,-175.7606658935547,,
04/06/2017 07:00 (UTC),-69.3155746459961,-175.7597198486328,,
04/06/2017 07:15 (UTC),-69.31546783447266,-175.7588653564453,,
04/06/2017 07:30 (UTC),-69.3153076171875,-175.75811767578125,,
04/06/2017 07:45 (UTC),-69.31515502929688,-175.75747680664062,,
04/06/2017 08:00 (UTC),-69.31499481201172,-175.75685119628906,,
04/06/2017 08:15 (UTC),-69.31490325927734,-175.75636291503906,,
04/06/2017 08:45 (UTC),-69.3147964477539,-175.7560272216797,,
04/06/2017 10:45 (UTC),-69.31520080566406,-175.76052856445312,,
04/06/2017 12:30 (UTC),-69.31732177734375,-175.7763671875,,
04/06/2017 13:15 (UTC),-69.31815338134766,-175.787353515625,,
04/06/2017 13:30 (UTC),-69.31843566894531,-175.79127502441406,,
04/06/2017 15:15 (UTC),-69.3208999633789,-175.8275909423828,,
04/06/2017 18:00 (UTC),-69.31859588623047,-175.89920043945312,,
04/06/2017 18:15 (UTC),-69.31473541259766,-175.92544555664062,,
04/06/2017 19:15 (UTC),-69.31352996826172,-175.93121337890625,,
04/06/2017 19:30 (UTC),-69.31221008300781,-175.93663024902344,,
04/06/2017 19:45 (UTC),-69.3108139038086,-175.94219970703125,,
04/06/2017 20:00 (UTC),-69.30939483642578,-175.94737243652344,,
04/06/2017 20:15 (UTC),-69.307861328125,-175.95223999023438,,
04/06/2017 20:30 (UTC),-69.30065155029297,-175.96954345703125,,
04/06/2017 21:30 (UTC),-69.29869842529297,-175.9733123779297,,
04/06/2017 21:45 (UTC),-69.29681396484375,-175.97666931152344,,
05/06/2017 01:15 (UTC),-69.2728271484375,-176.0048828125,,
05/06/2017 01:30 (UTC),-69.2679214477539,-176.00970458984375,,
05/06/2017 02:30 (UTC),-69.26702117919922,-176.0108184814453,,
05/06/2017 02:45 (UTC),-69.26599884033203,-176.01124572753906,,
05/06/2017 03:00 (UTC),-69.26522064208984,-176.01226806640625,,
05/06/2017 03:15 (UTC),-69.26441192626953,-176.01290893554688,,
05/06/2017 06:45 (UTC),-69.25415802001953,-176.01522827148438,,
05/06/2017 23:30 (UTC),-69.22003936767578,-175.96974182128906,,
06/06/2017 00:00 (UTC),-69.21958923339844,-175.9680938720703,,
06/06/2017 02:30 (UTC),-69.2183837890625,-175.9612579345703,,
06/06/2017 06:45 (UTC),-69.22644805908203,-176.0082550048828,,
06/06/2017 10:45 (UTC),-69.22171783447266,-176.13160705566406,,
06/06/2017 21:45 (UTC),-69.1072769165039,-176.3190155029297,0.2938843343859466,17.066666666666666
06/06/2017 22:00 (UTC),-69.10443115234375,-176.31979370117188,0.2844222171066566,17.066666666666666
06/06/2017 22:15 (UTC),-69.1016845703125,-176.32052612304688,0.26692321433387983,16.0
06/06/2017 22:30 (UTC),-69.09910583496094,-176.32130432128906,0.37075058981912196,17.066666666666666
06/06/2017 23:15 (UTC),-69.09188842773438,-176.32386779785156,0.3805890224159094,17.066666666666666
06/06/2017 23:30 (UTC),-69.08969116210938,-176.32435607910156,0.3393641079688039,17.066666666666666
07/06/2017 01:15 (UTC),-69.07669830322266,-176.32566833496094,0.36259068719447646,17.066666666666666
07/06/2017 03:30 (UTC),-69.06388854980469,-176.32188415527344,0.27419701405860325,18.285714285714285
07/06/2017 03:45 (UTC),-69.06256866455078,-176.32081604003906,0.33893952710633873,15.058823529411764
07/06/2017 04:00 (UTC),-69.0613021850586,-176.31948852539062,0.28855502198683913,17.066666666666666
07/06/2017 04:15 (UTC),-69.0599365234375,-176.318359375,0.30797402408831376,18.285714285714285
07/06/2017 04:30 (UTC),-69.05854797363281,-176.3170166015625,0.21294130369561848,16.0
07/06/2017 04:45 (UTC),-69.05743408203125,-176.31582641601562,0.24393441456136747,18.285714285714285
07/06/2017 05:00 (UTC),-69.05599212646484,-176.31419372558594,0.23698101025517496,16.0
07/06/2017 05:15 (UTC),-69.05465698242188,-176.31271362304688,0.23106709089869867,17.066666666666666
07/06/2017 05:30 (UTC),-69.05342864990234,-176.31114196777344,0.23258546473589062,17.066666666666666
07/06/2017 05:45 (UTC),-69.05216217041016,-176.30955505371094,0.2235352332438765,17.066666666666666
07/06/2017 06:00 (UTC),-69.05088806152344,-176.3079376220703,0.25126877335020087,17.066666666666666
07/06/2017 06:45 (UTC),-69.04725646972656,-176.30299377441406,0.16188885155442692,21.333333333333332
07/06/2017 07:00 (UTC),-69.04603576660156,-176.30148315429688,0.13272528028399286,17.066666666666666
07/06/2017 07:15 (UTC),-69.04483795166016,-176.29991149902344,0.2372509224349159,18.285714285714285
07/06/2017 07:30 (UTC),-69.043701171875,-176.29852294921875,0.14510685767147452,18.285714285714285
07/06/2017 07:45 (UTC),-69.04255676269531,-176.2971954345703,,
07/06/2017 08:30 (UTC),-69.03924560546875,-176.2931365966797,,
07/06/2017 08:45 (UTC),-69.03826141357422,-176.29208374023438,,
07/06/2017 09:00 (UTC),-69.03752136230469,-176.29168701171875,,
07/06/2017 09:15 (UTC),-69.03634643554688,-176.29010009765625,,
07/06/2017 09:30 (UTC),-69.0352783203125,-176.28872680664062,,
07/06/2017 09:45 (UTC),-69.03172302246094,-176.2849578857422,,
07/06/2017 10:45 (UTC),-69.0308837890625,-176.28439331054688,,
07/06/2017 11:00 (UTC),-69.03014373779297,-176.28358459472656,,
07/06/2017 11:15 (UTC),-69.02941131591797,-176.2830352783203,,
07/06/2017 11:30 (UTC),-69.02864074707031,-176.28240966796875,,
07/06/2017 11:45 (UTC),-69.02803802490234,-176.2818603515625,,
07/06/2017 12:00 (UTC),-69.02731323242188,-176.2812042236328,,
07/06/2017 12:15 (UTC),-69.0267562866211,-176.2808380126953,,
07/06/2017 12:30 (UTC),-69.0261459350586,-176.28038024902344,,
07/06/2017 12:45 (UTC),-69.02557373046875,-176.27989196777344,,
07/06/2017 13:00 (UTC),-69.0250473022461,-176.2794952392578,,
07/06/2017 13:15 (UTC),-69.02447509765625,-176.27891540527344,,
07/06/2017 13:30 (UTC),-69.02397155761719,-176.278564453125,,
07/06/2017 13:45 (UTC),-69.02342224121094,-176.27806091308594,,
07/06/2017 14:00 (UTC),-69.02308654785156,-176.27708435058594,,
07/06/2017 14:15 (UTC),-69.02261352539062,-176.27647399902344,,
07/06/2017 14:30 (UTC),-69.02196502685547,-176.27667236328125,,
07/06/2017 14:45 (UTC),-69.02153778076172,-176.27613830566406,,
07/06/2017 15:00 (UTC),-69.0210189819336,-176.27557373046875,,
07/06/2017 15:15 (UTC),-69.0207290649414,-176.27484130859375,,
07/06/2017 15:30 (UTC),-69.02020263671875,-176.27439880371094,,
07/06/2017 15:45 (UTC),-69.019775390625,-176.27383422851562,,
07/06/2017 16:00 (UTC),-69.01935577392578,-176.27330017089844,,
07/06/2017 16:15 (UTC),-69.01884460449219,-176.2727508544922,,
07/06/2017 16:30 (UTC),-69.0184326171875,-176.27223205566406,,
07/06/2017 16:45 (UTC),-69.01802062988281,-176.2716522216797,,
07/06/2017 17:00 (UTC),-69.01763916015625,-176.27120971679688,,
07/06/2017 17:15 (UTC),-69.0172348022461,-176.27078247070312,,
07/06/2017 17:30 (UTC),-69.01678466796875,-176.2703399658203,,
07/06/2017 17:45 (UTC),-69.01630401611328,-176.2698516845703,,
07/06/2017 18:00 (UTC),-69.01586151123047,-176.26956176757812,,
07/06/2017 18:15 (UTC),-69.01551818847656,-176.26942443847656,,
07/06/2017 18:30 (UTC),-69.01507568359375,-176.2693634033203,,
07/06/2017 18:45 (UTC),-69.01461791992188,-176.26931762695312,,
07/06/2017 19:00 (UTC),-69.01416015625,-176.2694091796875,,
07/06/2017 19:15 (UTC),-69.01376342773438,-176.2692108154297,,
07/06/2017 19:30 (UTC),-69.01329803466797,-176.26956176757812,,
07/06/2017 19:45 (UTC),-69.01290130615234,-176.26988220214844,,
07/06/2017 20:00 (UTC),-69.01245880126953,-176.270263671875,,
07/06/2017 20:15 (UTC),-69.01200103759766,-176.27066040039062,,
07/06/2017 20:30 (UTC),-69.01153564453125,-176.27117919921875,,
07/06/2017 20:45 (UTC),-69.01110076904297,-176.27215576171875,,
07/06/2017 21:00 (UTC),-69.01061248779297,-176.2730712890625,,
07/06/2017 21:15 (UTC),-69.01014709472656,-176.27394104003906,,
07/06/2017 21:30 (UTC),-69.00971984863281,-176.27481079101562,,
07/06/2017 21:45 (UTC),-69.00931549072266,-176.27593994140625,,
07/06/2017 22:00 (UTC),-69.00890350341797,-176.277099609375,,
07/06/2017 22:15 (UTC),-69.00849151611328,-176.27833557128906,,
07/06/2017 22:30 (UTC),-69.00810241699219,-176.27978515625,,
07/06/2017 22:45 (UTC),-69.00776672363281,-176.28111267089844,,
07/06/2017 23:00 (UTC),-69.0074462890625,-176.28262329101562,,
07/06/2017 23:15 (UTC),-69.0071029663086,-176.2842254638672,,
07/06/2017 23:30 (UTC),-69.00677490234375,-176.28598022460938,,
07/06/2017 23:45 (UTC),-69.00645446777344,-176.28761291503906,,
08/06/2017 00:00 (UTC),-69.00615692138672,-176.28952026367188,,
08/06/2017 00:15 (UTC),-69.00590515136719,-176.29161071777344,,
08/06/2017 00:30 (UTC),-69.00559997558594,-176.29373168945312,,
08/06/2017 00:45 (UTC),-69.0053482055664,-176.29580688476562,,
08/06/2017 01:00 (UTC),-69.00505828857422,-176.2978973388672,,
08/06/2017 01:15 (UTC),-69.0046615600586,-176.2999725341797,,
08/06/2017 01:30 (UTC),-69.00440979003906,-176.30235290527344,,
08/06/2017 01:45 (UTC),-69.0042724609375,-176.3048095703125,,
08/06/2017 02:00 (UTC),-69.00411987304688,-176.3069305419922,,
08/06/2017 02:30 (UTC),-69.00364685058594,-176.3123016357422,,
08/06/2017 02:45 (UTC),-69.00346374511719,-176.31495666503906,,
08/06/2017 03:00 (UTC),-69.00325775146484,-176.3177490234375,,
08/06/2017 03:15 (UTC),-69.0030288696289,-176.32028198242188,,
08/06/2017 03:30 (UTC),-69.00283813476562,-176.32322692871094,,
08/06/2017 03:45 (UTC),-69.00263214111328,-176.32614135742188,,
08/06/2017 04:00 (UTC),-69.00255584716797,-176.32916259765625,,
08/06/2017 04:15 (UTC),-69.00220489501953,-176.3324432373047,,
08/06/2017 04:30 (UTC),-69.00208282470703,-176.33584594726562,,
08/06/2017 04:45 (UTC),-69.00189971923828,-176.33944702148438,,
08/06/2017 05:00 (UTC),-69.0017318725586,-176.34320068359375,,
08/06/2017 05:15 (UTC),-69.00161743164062,-176.34695434570312,,
08/06/2017 05:30 (UTC),-69.00154876708984,-176.35137939453125,,
08/06/2017 05:45 (UTC),-69.00138854980469,-176.35508728027344,,
08/06/2017 06:00 (UTC),-69.00131225585938,-176.35902404785156,,
08/06/2017 06:15 (UTC),-69.00115203857422,-176.36279296875,,
08/06/2017 06:30 (UTC),-69.00123596191406,-176.3671417236328,,
08/06/2017 06:45 (UTC),-69.001220703125,-176.37155151367188,,
08/06/2017 07:00 (UTC),-69.00121307373047,-176.37600708007812,,
08/06/2017 07:15 (UTC),-69.0012435913086,-176.3803253173828,,
08/06/2017 07:30 (UTC),-69.00125122070312,-176.38478088378906,,
08/06/2017 07:45 (UTC),-69.00120544433594,-176.3892822265625,,
08/06/2017 08:00 (UTC),-69.0011978149414,-176.39419555664062,,
08/06/2017 08:30 (UTC),-69.00126647949219,-176.40371704101562,,
08/06/2017 08:45 (UTC),-69.00115966796875,-176.40786743164062,,
08/06/2017 09:00 (UTC),-69.00102996826172,-176.4129180908203,,
08/06/2017 09:15 (UTC),-69.00090789794922,-176.4181365966797,,
08/06/2017 09:30 (UTC),-69.00077056884766,-176.4236602783203,,
08/06/2017 09:45 (UTC),-69.00056457519531,-176.42919921875,,
08/06/2017 10:00 (UTC),-69.0003433227539,-176.43463134765625,,
08/06/2017 10:15 (UTC),-69.0001449584961,-176.4400177001953,,
08/06/2017 10:30 (UTC),-68.99983215332031,-176.44580078125,,
08/06/2017 10:45 (UTC),-68.99958801269531,-176.45181274414062,,
08/06/2017 11:00 (UTC),-68.99932098388672,-176.4576873779297,,
08/06/2017 11:15 (UTC),-68.99893951416016,-176.46408081054688,,
08/06/2017 11:30 (UTC),-68.9986343383789,-176.47068786621094,,
08/06/2017 11:45 (UTC),-68.99824523925781,-176.47715759277344,,
08/06/2017 12:00 (UTC),-68.99784851074219,-176.48365783691406,,
08/06/2017 12:15 (UTC),-68.9975357055664,-176.49044799804688,,
08/06/2017 12:30 (UTC),-68.99707794189453,-176.49717712402344,,
08/06/2017 12:45 (UTC),-68.99663543701172,-176.5044403076172,,
08/06/2017 13:00 (UTC),-68.99626159667969,-176.51185607910156,,
08/06/2017 13:15 (UTC),-68.99571228027344,-176.51873779296875,,
08/06/2017 13:30 (UTC),-68.99523162841797,-176.52647399902344,,
08/06/2017 13:45 (UTC),-68.99461364746094,-176.5341796875,,
08/06/2017 14:00 (UTC),-68.99419403076172,-176.5418701171875,,
08/06/2017 14:30 (UTC),-68.99141693115234,-176.58340454101562,,
08/06/2017 15:30 (UTC),-68.99068450927734,-176.59132385253906,,
08/06/2017 15:45 (UTC),-68.9900131225586,-176.60067749023438,,
08/06/2017 16:00 (UTC),-68.98919677734375,-176.60931396484375,,
08/06/2017 16:15 (UTC),-68.98825073242188,-176.61886596679688,,
08/06/2017 16:30 (UTC),-68.9876937866211,-176.6277313232422,,
08/06/2017 16:45 (UTC),-68.98689270019531,-176.63661193847656,,
08/06/2017 17:00 (UTC),-68.9863510131836,-176.64593505859375,,
08/06/2017 17:15 (UTC),-68.98574829101562,-176.65550231933594,,
08/06/2017 17:30 (UTC),-68.98297119140625,-176.69406127929688,,
08/06/2017 18:30 (UTC),-68.98213958740234,-176.70376586914062,,
08/06/2017 22:15 (UTC),-68.96064758300781,-176.8815155029297,,
08/06/2017 23:15 (UTC),-68.95912170410156,-176.89157104492188,,
09/06/2017 01:00 (UTC),-68.94602966308594,-176.96800231933594,,
09/06/2017 03:00 (UTC),-68.92947387695312,-177.05667114257812,,
09/06/2017 03:15 (UTC),-68.92752838134766,-177.06704711914062,,
09/06/2017 08:30 (UTC),-68.87621307373047,-177.28163146972656,,
09/06/2017 09:30 (UTC),-68.87393188476562,-177.28822326660156,0.11228535112519007,18.285714285714285
09/06/2017 09:45 (UTC),-68.87169647216797,-177.2947540283203,0.12399999892663571,17.066666666666666
09/06/2017 10:00 (UTC),-68.86934661865234,-177.30126953125,0.11986659434679668,21.333333333333332
09/06/2017 10:15 (UTC),-68.86699676513672,-177.30728149414062,0.13464026217961242,18.285714285714285
09/06/2017 10:30 (UTC),-68.86444854736328,-177.3135986328125,0.11627553298585469,19.692307692307693
09/06/2017 10:45 (UTC),-68.86193084716797,-177.31979370117188,0.14237977300678004,21.333333333333332
09/06/2017 11:30 (UTC),-68.854248046875,-177.33778381347656,0.13139253863445954,19.692307692307693
09/06/2017 13:15 (UTC),-68.83568572998047,-177.37832641601562,0.20321417648317044,18.285714285714285
09/06/2017 13:30 (UTC),-68.82469940185547,-177.40037536621094,0.20321417648317044,18.285714285714285
09/06/2017 14:30 (UTC),-68.82196044921875,-177.4062042236328,0.2025043192891427,19.692307692307693
09/06/2017 14:45 (UTC),-68.81925964355469,-177.41159057617188,0.21361648113514956,18.285714285714285
09/06/2017 15:00 (UTC),-68.81661987304688,-177.41696166992188,0.11655041852551262,19.692307692307693
09/06/2017 15:15 (UTC),-68.81389617919922,-177.4224395751953,0.1932045576888543,18.285714285714285
09/06/2017 15:30 (UTC),-68.80323028564453,-177.444091796875,0.1932045576888543,18.285714285714285
09/06/2017 16:30 (UTC),-68.8006591796875,-177.44935607910156,0.1145425696002911,17.066666666666666
09/06/2017 16:45 (UTC),-68.79808044433594,-177.4544677734375,0.15813918057662046,17.066666666666666
09/06/2017 17:00 (UTC),-68.79560089111328,-177.45953369140625,0.10873821635230123,17.066666666666666
09/06/2017 17:15 (UTC),-68.79309844970703,-177.464599609375,0.1328457762600236,23.272727272727273
09/06/2017 17:30 (UTC),-68.78360748291016,-177.4854278564453,0.1328457762600236,23.272727272727273
09/06/2017 21:00 (UTC),-68.75984954833984,-177.5363311767578,,
09/06/2017 22:45 (UTC),-68.74443817138672,-177.56532287597656,,
10/06/2017 00:45 (UTC),-68.72650146484375,-177.59947204589844,,
10/06/2017 03:00 (UTC),-68.70646667480469,-177.63525390625,,
10/06/2017 11:30 (UTC),-68.64457702636719,-177.71519470214844,,
10/06/2017 11:45 (UTC),-68.6432113647461,-177.71682739257812,,
10/06/2017 12:00 (UTC),-68.64195251464844,-177.71815490722656,,
10/06/2017 12:15 (UTC),-68.64065551757812,-177.71983337402344,,
10/06/2017 12:30 (UTC),-68.63933563232422,-177.7215576171875,,
10/06/2017 12:45 (UTC),-68.63800048828125,-177.7229461669922,,
10/06/2017 13:00 (UTC),-68.63673400878906,-177.72447204589844,,
10/06/2017 13:15 (UTC),-68.63529205322266,-177.7258758544922,,
10/06/2017 13:30 (UTC),-68.63384246826172,-177.72747802734375,,
10/06/2017 13:45 (UTC),-68.63223266601562,-177.72842407226562,,
10/06/2017 14:00 (UTC),-68.6308364868164,-177.72996520996094,,
10/06/2017 14:15 (UTC),-68.62942504882812,-177.73135375976562,,
