DD/MM/YYYY HH:MM (UTC),Latitude (decimal degrees),Longitude (decimal degrees),Significant Wave Height (m),Peak Period (s)
09/12/2019 19:10 (UTC),-64.4412841796875,120.48810577392578,,
09/12/2019 20:10 (UTC),-64.44095611572266,120.48059844970703,,
09/12/2019 21:10 (UTC),-64.44249725341797,120.47492980957031,,
09/12/2019 22:10 (UTC),-64.44249725341797,120.47492980957031,,
09/12/2019 23:10 (UTC),-64.44686126708984,120.47545623779297,,
10/12/2019 01:10 (UTC),-64.4507827758789,120.49053955078125,,
10/12/2019 02:10 (UTC),-64.44977569580078,120.49823760986328,0.7795618501791545,11.130434782608695
10/12/2019 03:10 (UTC),-64.44977569580078,120.49823760986328,0.800576864571184,11.636363636363637
10/12/2019 04:10 (UTC),-64.4435043334961,120.5017318725586,0.709343578007424,10.666666666666666
10/12/2019 05:10 (UTC),-64.44002532958984,120.49669647216797,0.6480469205181366,10.24
10/12/2019 06:10 (UTC),-64.44002532958984,120.49669647216797,0.7704095945326838,10.666666666666666
10/12/2019 07:10 (UTC),-64.43421936035156,120.4751968383789,0.6664315901409933,9.481481481481481
10/12/2019 08:10 (UTC),-64.43363189697266,120.46334075927734,0.8894745908590119,10.666666666666666
10/12/2019 09:10 (UTC),-64.43594360351562,120.45513916015625,0.6419621748390634,9.481481481481481
10/12/2019 10:10 (UTC),-64.4389419555664,120.45166778564453,0.9041806046512941,9.846153846153847
10/12/2019 11:10 (UTC),-64.44213104248047,120.4543685913086,0.6661382665317968,9.846153846153847
10/12/2019 12:10 (UTC),-64.44213104248047,120.4543685913086,0.45681841273212026,10.666666666666666
10/12/2019 13:10 (UTC),-64.44213104248047,120.4543685913086,0.5109401892854359,10.666666666666666
10/12/2019 14:10 (UTC),-64.44597625732422,120.47718811035156,0.6840756991500335,9.846153846153847
10/12/2019 15:10 (UTC),-64.44597625732422,120.47718811035156,0.5244150913522408,9.846153846153847
10/12/2019 16:10 (UTC),-64.44597625732422,120.47718811035156,0.5125647510290123,9.846153846153847
10/12/2019 17:10 (UTC),-64.44597625732422,120.47718811035156,0.5405072891765795,11.130434782608695
10/12/2019 18:10 (UTC),-64.44597625732422,120.47718811035156,0.45259494791437205,10.666666666666666
10/12/2019 19:10 (UTC),-64.44597625732422,120.47718811035156,0.5251833014425006,10.24
10/12/2019 19:30 (UTC),-64.44597625732422,120.47718811035156,0.49554023479112586,9.481481481481481
10/12/2019 19:50 (UTC),-64.44597625732422,120.47718811035156,0.5924327525648808,10.24
10/12/2019 20:10 (UTC),-64.44597625732422,120.47718811035156,0.5991327589708554,10.666666666666666
10/12/2019 20:30 (UTC),-64.44597625732422,120.47718811035156,0.525145515818546,10.666666666666666
10/12/2019 20:50 (UTC),-64.44597625732422,120.47718811035156,0.524041624737157,10.666666666666666
