time,lat,lon,moments,bin,psd
150,-62.38052,121.92695,"[0.719405, 0.020606, 0.000611, 1.9e-05, 1e-06, 0.0]","[0.041016, 0.050781, 0.052734, 0.054688, 0.056641, 0.058594, 0.060547, 0.0625, 0.064453, 0.066406, 0.068359, 0.070312, 0.072266, 0.074219, 0.076172, 0.078125, 0.080078, 0.082031, 0.083984, 0.085938, 0.087891, 0.089844, 0.091797, 0.09375, 0.095703, 0.097656, 0.099609, 0.101562, 0.103516, 0.105469, 0.107422, 0.109375, 0.111328, 0.113281, 0.115234, 0.117188, 0.119141, 0.121094, 0.123047, 0.125, 0.130859, 0.136719, 0.142578, 0.148438, 0.154297, 0.160156, 0.166016, 0.171875, 0.181641, 0.191406, 0.201172, 0.210938, 0.220703, 0.230469, 0.240234]","[0.005436, 0.002435, 0.000893, 0.001415, 0.00276, 0.001084, 0.000354, 0.000285, 0.000482, 0.000193, 7.6e-05, 0.00011, 0.000165, 0.000346, 0.000105, 0.000286, 0.000202, 0.000405, 0.000463, 6.8e-05, 7.6e-05, 0.00022, 6.4e-05, 9.2e-05, 8.3e-05, 5.3e-05, 4.4e-05, 2e-05, 9.1e-05, 8.6e-05, 9.8e-05, 8.6e-05, 3.8e-05, 2.5e-05, 3.5e-05, 5.1e-05, 4.5e-05, 3.4e-05, 3.5e-05, 3.3e-05, 3.6e-05, 4.1e-05, 3.3e-05, 2.5e-05, 3.3e-05, 4.4e-05, 1.6e-05, 3e-05, 1.5e-05, 1.7e-05, 8e-06, 6e-06, 4e-06, 2e-06, 2e-06]"
153,-62.39147,121.96796,"[0.585208, 0.017829, 0.000579, 2.1e-05, 1e-06, 0.0]","[0.041016, 0.050781, 0.052734, 0.054688, 0.056641, 0.058594, 0.060547, 0.0625, 0.064453, 0.066406, 0.068359, 0.070312, 0.072266, 0.074219, 0.076172, 0.078125, 0.080078, 0.082031, 0.083984, 0.085938, 0.087891, 0.089844, 0.091797, 0.09375, 0.095703, 0.097656, 0.099609, 0.101562, 0.103516, 0.105469, 0.107422, 0.109375, 0.111328, 0.113281, 0.115234, 0.117188, 0.119141, 0.121094, 0.123047, 0.125, 0.130859, 0.136719, 0.142578, 0.148438, 0.154297, 0.160156, 0.166016, 0.171875, 0.181641, 0.191406, 0.201172, 0.210938, 0.220703, 0.230469, 0.240234]","[0.008564, 0.00193, 0.003955, 0.004889, 0.006615, 0.002545, 0.002537, 0.003479, 0.001602, 0.002106, 0.000639, 0.001656, 0.001363, 0.00044, 0.000351, 0.000479, 0.000356, 0.000639, 0.000522, 9.2e-05, 0.000218, 2.3e-05, 0.000213, 6.2e-05, 2.2e-05, 7.8e-05, 0.000117, 0.000216, 4.2e-05, 2.1e-05, 5.4e-05, 2.7e-05, 5.4e-05, 1.6e-05, 6.9e-05, 2.1e-05, 7.8e-05, 2.9e-05, 2.8e-05, 3.5e-05, 2.2e-05, 7.5e-05, 2.6e-05, 3.5e-05, 2.3e-05, 2.1e-05, 1.1e-05, 9e-06, 1e-05, 1.2e-05, 7e-06, 8e-06, 4e-06, 2e-06, 3e-06]"
156,-62.41463,122.01342,"[0.456676, 0.013771, 0.000445, 1.6e-05, 1e-06, 0.0]","[0.041016, 0.050781, 0.052734, 0.054688, 0.056641, 0.058594, 0.060547, 0.0625, 0.064453, 0.066406, 0.068359, 0.070312, 0.072266, 0.074219, 0.076172, 0.078125, 0.080078, 0.082031, 0.083984, 0.085938, 0.087891, 0.089844, 0.091797, 0.09375, 0.095703, 0.097656, 0.099609, 0.101562, 0.103516, 0.105469, 0.107422, 0.109375, 0.111328, 0.113281, 0.115234, 0.117188, 0.119141, 0.121094, 0.123047, 0.125, 0.130859, 0.136719, 0.142578, 0.148438, 0.154297, 0.160156, 0.166016, 0.171875, 0.181641, 0.191406, 0.201172, 0.210938, 0.220703, 0.230469, 0.240234]","[0.00484, 0.009772, 0.001183, 0.003495, 0.0034, 0.001612, 0.001752, 0.005019, 0.000476, 0.000851, 0.001237, 0.000603, 0.000738, 0.000247, 7e-05, 0.000479, 0.000315, 0.000443, 0.000269, 0.000111, 0.000163, 0.000117, 0.000103, 0.00018, 0.000117, 0.000125, 6.2e-05, 0.000102, 0.000105, 8.3e-05, 0.000106, 5.2e-05, 0.000168, 4.4e-05, 2.8e-05, 4e-05, 3e-05, 4e-05, 9e-05, 5.6e-05, 8.6e-05, 3.8e-05, 3.5e-05, 4.8e-05, 6.9e-05, 5.8e-05, 2.2e-05, 3.2e-05, 1.5e-05, 2.4e-05, 1.1e-05, 7e-06, 7e-06, 8e-06, 3e-06]"
159,-62.44378,122.11829,"[0.096607, 0.003038, 0.000109, 5e-06, 0.0, 0.0]","[0.041016, 0.050781, 0.052734, 0.054688, 0.056641, 0.058594, 0.060547, 0.0625, 0.064453, 0.066406, 0.068359, 0.070312, 0.072266, 0.074219, 0.076172, 0.078125, 0.080078, 0.082031, 0.083984, 0.085938, 0.087891, 0.089844, 0.091797, 0.09375, 0.095703, 0.097656, 0.099609, 0.101562, 0.103516, 0.105469, 0.107422, 0.109375, 0.111328, 0.113281, 0.115234, 0.117188, 0.119141, 0.121094, 0.123047, 0.125, 0.130859, 0.136719, 0.142578, 0.148438, 0.154297, 0.160156, 0.166016, 0.171875, 0.181641, 0.191406, 0.201172, 0.210938, 0.220703, 0.230469, 0.240234]","[0.000821, 0.001272, 0.001633, 0.002578, 0.001453, 0.00129, 0.000797, 0.00025, 0.000381, 0.000196, 0.000245, 9.5e-05, 0.000103, 0.000197, 0.00025, 0.000146, 0.000172, 0.000313, 0.000252, 0.000177, 0.000215, 7.7e-05, 0.000232, 0.000325, 0.000177, 0.000171, 0.000152, 0.000324, 0.000106, 8.3e-05, 4.3e-05, 5.7e-05, 0.000129, 8.9e-05, 0.000143, 0.000118, 8e-05, 0.000119, 0.000157, 0.000127, 9.8e-05, 5.9e-05, 6.3e-05, 4.2e-05, 7e-05, 3.8e-05, 6.7e-05, 4.1e-05, 3.5e-05, 2.8e-05, 1.9e-05, 1.5e-05, 1e-05, 1e-05, 5e-06]"
162,-62.44567,122.27521,"[0.219195, 0.006609, 0.000215, 8e-06, 0.0, 0.0]","[0.041016, 0.050781, 0.052734, 0.054688, 0.056641, 0.058594, 0.060547, 0.0625, 0.064453, 0.066406, 0.068359, 0.070312, 0.072266, 0.074219, 0.076172, 0.078125, 0.080078, 0.082031, 0.083984, 0.085938, 0.087891, 0.089844, 0.091797, 0.09375, 0.095703, 0.097656, 0.099609, 0.101562, 0.103516, 0.105469, 0.107422, 0.109375, 0.111328, 0.113281, 0.115234, 0.117188, 0.119141, 0.121094, 0.123047, 0.125, 0.130859, 0.136719, 0.142578, 0.148438, 0.154297, 0.160156, 0.166016, 0.171875, 0.181641, 0.191406, 0.201172, 0.210938, 0.220703, 0.230469, 0.240234]","[0.002156, 0.000683, 0.001693, 0.002562, 0.001051, 0.000521, 0.000889, 0.001348, 0.000515, 0.000289, 0.000118, 9.7e-05, 8.3e-05, 6.5e-05, 6.7e-05, 0.00023, 0.000253, 0.000237, 0.000534, 0.000174, 0.000272, 0.000382, 0.000295, 0.000351, 9.5e-05, 0.000301, 0.00025, 0.000137, 0.000124, 0.000101, 3.7e-05, 0.000144, 8e-05, 2.1e-05, 9.7e-05, 0.000325, 0.000118, 0.000118, 0.000103, 0.000119, 7.6e-05, 7.6e-05, 7.4e-05, 4e-05, 5.2e-05, 4.4e-05, 5.5e-05, 2.5e-05, 1.1e-05, 1.4e-05, 9e-06, 8e-06, 7e-06, 3e-06, 4e-06]"
165,-62.40509,122.39694,"[0.255836, 0.007681, 0.000247, 9e-06, 0.0, 0.0]","[0.041016, 0.050781, 0.052734, 0.054688, 0.056641, 0.058594, 0.060547, 0.0625, 0.064453, 0.066406, 0.068359, 0.070312, 0.072266, 0.074219, 0.076172, 0.078125, 0.080078, 0.082031, 0.083984, 0.085938, 0.087891, 0.089844, 0.091797, 0.09375, 0.095703, 0.097656, 0.099609, 0.101562, 0.103516, 0.105469, 0.107422, 0.109375, 0.111328, 0.113281, 0.115234, 0.117188, 0.119141, 0.121094, 0.123047, 0.125, 0.130859, 0.136719, 0.142578, 0.148438, 0.154297, 0.160156, 0.166016, 0.171875, 0.181641, 0.191406, 0.201172, 0.210938, 0.220703, 0.230469, 0.240234]","[0.002734, 0.000551, 0.00108, 0.004995, 0.00093, 0.001745, 0.001907, 0.000646, 0.000383, 0.000692, 0.000963, 0.000231, 0.000253, 3.7e-05, 0.000344, 0.000393, 0.000325, 0.000278, 0.000229, 4.8e-05, 5.2e-05, 2.2e-05, 7.8e-05, 7.5e-05, 5.5e-05, 1.2e-05, 5.2e-05, 5.1e-05, 1.9e-05, 2.9e-05, 8.7e-05, 0.000102, 5.3e-05, 7.1e-05, 3.4e-05, 1.5e-05, 9.2e-05, 2.5e-05, 5.3e-05, 4.3e-05, 6.4e-05, 2.2e-05, 1.4e-05, 1.4e-05, 2.6e-05, 3.3e-05, 2e-05, 1.2e-05, 1.4e-05, 1.9e-05, 9e-06, 7e-06, 9e-06, 4e-06, 2e-06]"
168,-62.36419,122.42673,"[0.390379, 0.011762, 0.000379, 1.4e-05, 1e-06, 0.0]","[0.041016, 0.050781, 0.052734, 0.054688, 0.056641, 0.058594, 0.060547, 0.0625, 0.064453, 0.066406, 0.068359, 0.070312, 0.072266, 0.074219, 0.076172, 0.078125, 0.080078, 0.082031, 0.083984, 0.085938, 0.087891, 0.089844, 0.091797, 0.09375, 0.095703, 0.097656, 0.099609, 0.101562, 0.103516, 0.105469, 0.107422, 0.109375, 0.111328, 0.113281, 0.115234, 0.117188, 0.119141, 0.121094, 0.123047, 0.125, 0.130859, 0.136719, 0.142578, 0.148438, 0.154297, 0.160156, 0.166016, 0.171875, 0.181641, 0.191406, 0.201172, 0.210938, 0.220703, 0.230469, 0.240234]","[0.004086, 0.002555, 0.001781, 0.003567, 0.002441, 0.000967, 0.001382, 0.002115, 0.002379, 0.001522, 0.000302, 0.00047, 0.000306, 0.000359, 0.000242, 0.00025, 0.000256, 0.000784, 0.000544, 0.000218, 9.5e-05, 0.00015, 6.2e-05, 6.4e-05, 5e-05, 6.3e-05, 1.7e-05, 2.4e-05, 6.7e-05, 5.1e-05, 4.8e-05, 4.4e-05, 5.7e-05, 2.8e-05, 4.3e-05, 7.4e-05, 6.1e-05, 4e-05, 8e-05, 5.3e-05, 3.2e-05, 3.5e-05, 2.4e-05, 2.3e-05, 1.6e-05, 1.3e-05, 2.4e-05, 2.3e-05, 9e-06, 8e-06, 1e-05, 5e-06, 8e-06, 2e-06, 3e-06]"
171,-62.36168,122.43312,"[0.417928, 0.013017, 0.000437, 1.6e-05, 1e-06, 0.0]","[0.041016, 0.050781, 0.052734, 0.054688, 0.056641, 0.058594, 0.060547, 0.0625, 0.064453, 0.066406, 0.068359, 0.070312, 0.072266, 0.074219, 0.076172, 0.078125, 0.080078, 0.082031, 0.083984, 0.085938, 0.087891, 0.089844, 0.091797, 0.09375, 0.095703, 0.097656, 0.099609, 0.101562, 0.103516, 0.105469, 0.107422, 0.109375, 0.111328, 0.113281, 0.115234, 0.117188, 0.119141, 0.121094, 0.123047, 0.125, 0.130859, 0.136719, 0.142578, 0.148438, 0.154297, 0.160156, 0.166016, 0.171875, 0.181641, 0.191406, 0.201172, 0.210938, 0.220703, 0.230469, 0.240234]","[0.008088, 0.002077, 0.00283, 0.00387, 0.004978, 0.002199, 0.002547, 0.002734, 0.001927, 0.000751, 0.001082, 0.001184, 0.001004, 0.001624, 0.001068, 0.000681, 0.000654, 0.00061, 0.00052, 0.000159, 0.000219, 4.9e-05, 0.000142, 8.8e-05, 8.1e-05, 0.00012, 4.4e-05, 4.2e-05, 4.8e-05, 3.2e-05, 8.6e-05, 2.8e-05, 7.2e-05, 2.7e-05, 3.8e-05, 1.4e-05, 2.6e-05, 1e-05, 1.4e-05, 2e-05, 2.5e-05, 2.5e-05, 9e-06, 1.7e-05, 9e-06, 2.4e-05, 1.6e-05, 1.2e-05, 5e-06, 7e-06, 5e-06, 4e-06, 8e-06, 3e-06, 5e-06]"
174,-62.37553,122.50129,"[0.351379, 0.011237, 0.000388, 1.5e-05, 1e-06, 0.0]","[0.041016, 0.050781, 0.052734, 0.054688, 0.056641, 0.058594, 0.060547, 0.0625, 0.064453, 0.066406, 0.068359, 0.070312, 0.072266, 0.074219, 0.076172, 0.078125, 0.080078, 0.082031, 0.083984, 0.085938, 0.087891, 0.089844, 0.091797, 0.09375, 0.095703, 0.097656, 0.099609, 0.101562, 0.103516, 0.105469, 0.107422, 0.109375, 0.111328, 0.113281, 0.115234, 0.117188, 0.119141, 0.121094, 0.123047, 0.125, 0.130859, 0.136719, 0.142578, 0.148438, 0.154297, 0.160156, 0.166016, 0.171875, 0.181641, 0.191406, 0.201172, 0.210938, 0.220703, 0.230469, 0.240234]","[0.003899, 0.001715, 0.003233, 0.009883, 0.012932, 0.002922, 0.001078, 0.00098, 0.001689, 0.001494, 0.000835, 0.00027, 0.000329, 0.000457, 0.00042, 0.000833, 0.000228, 0.000467, 0.000437, 8.1e-05, 0.000107, 9.4e-05, 0.000144, 9e-05, 8.9e-05, 6.7e-05, 0.00011, 9.1e-05, 2.5e-05, 4.4e-05, 5.8e-05, 3.2e-05, 6.9e-05, 2.8e-05, 7e-05, 3.1e-05, 4.8e-05, 5.3e-05, 1.7e-05, 3.6e-05, 1.5e-05, 2.3e-05, 1.4e-05, 8e-06, 1.6e-05, 2e-05, 1.8e-05, 1.1e-05, 8e-06, 6e-06, 3e-06, 4e-06, 1.2e-05, 3e-06, 7e-06]"
177,-62.35754,122.61382,"[0.129713, 0.004558, 0.000181, 8e-06, 0.0, 0.0]","[0.041016, 0.050781, 0.052734, 0.054688, 0.056641, 0.058594, 0.060547, 0.0625, 0.064453, 0.066406, 0.068359, 0.070312, 0.072266, 0.074219, 0.076172, 0.078125, 0.080078, 0.082031, 0.083984, 0.085938, 0.087891, 0.089844, 0.091797, 0.09375, 0.095703, 0.097656, 0.099609, 0.101562, 0.103516, 0.105469, 0.107422, 0.109375, 0.111328, 0.113281, 0.115234, 0.117188, 0.119141, 0.121094, 0.123047, 0.125, 0.130859, 0.136719, 0.142578, 0.148438, 0.154297, 0.160156, 0.166016, 0.171875, 0.181641, 0.191406, 0.201172, 0.210938, 0.220703, 0.230469, 0.240234]","[0.002113, 0.003902, 0.003749, 0.005021, 0.00174, 0.008349, 0.005621, 0.001514, 0.001613, 0.002475, 0.000771, 0.000656, 0.001246, 0.00151, 0.000154, 0.000526, 0.000959, 0.000135, 0.000137, 0.000116, 5.6e-05, 4.3e-05, 6.5e-05, 2.1e-05, 3.7e-05, 2.8e-05, 3.1e-05, 3.1e-05, 2.2e-05, 2.5e-05, 2e-05, 9e-06, 7.5e-05, 9e-06, 1.9e-05, 8e-06, 7e-06, 1e-05, 1.2e-05, 1.4e-05, 6e-06, 7e-06, 4e-06, 5e-06, 4e-06, 7e-06, 3e-06, 4e-06, 3e-06, 2e-06, 1e-06, 2e-06, 2e-06, 1e-06, 1e-06]"
180,-62.31869,122.66648,"[0.275277, 0.009253, 0.000346, 1.5e-05, 1e-06, 0.0]","[0.041016, 0.050781, 0.052734, 0.054688, 0.056641, 0.058594, 0.060547, 0.0625, 0.064453, 0.066406, 0.068359, 0.070312, 0.072266, 0.074219, 0.076172, 0.078125, 0.080078, 0.082031, 0.083984, 0.085938, 0.087891, 0.089844, 0.091797, 0.09375, 0.095703, 0.097656, 0.099609, 0.101562, 0.103516, 0.105469, 0.107422, 0.109375, 0.111328, 0.113281, 0.115234, 0.117188, 0.119141, 0.121094, 0.123047, 0.125, 0.130859, 0.136719, 0.142578, 0.148438, 0.154297, 0.160156, 0.166016, 0.171875, 0.181641, 0.191406, 0.201172, 0.210938, 0.220703, 0.230469, 0.240234]","[0.006508, 0.002352, 0.003801, 0.003125, 0.01345, 0.002826, 0.001985, 0.006888, 0.008852, 0.001845, 0.00093, 0.001402, 0.001446, 0.000413, 0.002933, 0.001182, 0.000175, 0.000118, 0.000325, 0.000155, 0.000125, 8e-05, 6.8e-05, 0.000121, 6.8e-05, 7.7e-05, 2.5e-05, 1.3e-05, 7.6e-05, 2.9e-05, 2.1e-05, 3.4e-05, 2.1e-05, 7e-06, 3.3e-05, 1.3e-05, 9e-06, 1.1e-05, 2.3e-05, 2.5e-05, 5e-06, 9e-06, 8e-06, 7e-06, 7e-06, 8e-06, 3e-06, 4e-06, 5e-06, 4e-06, 2e-06, 4e-06, 7e-06, 3e-06, 1e-06]"
183,-62.30382,122.62832,"[0.39714, 0.015497, 0.000709, 3.8e-05, 2e-06, 0.0]","[0.041016, 0.050781, 0.052734, 0.054688, 0.056641, 0.058594, 0.060547, 0.0625, 0.064453, 0.066406, 0.068359, 0.070312, 0.072266, 0.074219, 0.076172, 0.078125, 0.080078, 0.082031, 0.083984, 0.085938, 0.087891, 0.089844, 0.091797, 0.09375, 0.095703, 0.097656, 0.099609, 0.101562, 0.103516, 0.105469, 0.107422, 0.109375, 0.111328, 0.113281, 0.115234, 0.117188, 0.119141, 0.121094, 0.123047, 0.125, 0.130859, 0.136719, 0.142578, 0.148438, 0.154297, 0.160156, 0.166016, 0.171875, 0.181641, 0.191406, 0.201172, 0.210938, 0.220703, 0.230469, 0.240234]","[0.006206, 0.003533, 0.00312, 0.004604, 0.019428, 0.016548, 0.032191, 0.010817, 0.008699, 0.017439, 0.014925, 0.018197, 0.023102, 0.010024, 0.009231, 0.000817, 0.007656, 0.003478, 0.002792, 0.002299, 0.001708, 0.001403, 0.001311, 0.000471, 0.000524, 0.000218, 0.000348, 0.000197, 8.3e-05, 7.5e-05, 0.000102, 6.3e-05, 0.000185, 6.4e-05, 0.000136, 4.4e-05, 2.7e-05, 6.6e-05, 3.7e-05, 3.9e-05, 5.2e-05, 3e-05, 3e-05, 3.1e-05, 8e-06, 1.3e-05, 7e-06, 9e-06, 9e-06, 5e-06, 6e-06, 4e-06, 8e-06, 3e-06, 3e-06]"
186,-62.33843,122.59325,"[0.896782, 0.06746, 0.005439, 0.000457, 3.9e-05, 3e-06]","[0.041016, 0.050781, 0.052734, 0.054688, 0.056641, 0.058594, 0.060547, 0.0625, 0.064453, 0.066406, 0.068359, 0.070312, 0.072266, 0.074219, 0.076172, 0.078125, 0.080078, 0.082031, 0.083984, 0.085938, 0.087891, 0.089844, 0.091797, 0.09375, 0.095703, 0.097656, 0.099609, 0.101562, 0.103516, 0.105469, 0.107422, 0.109375, 0.111328, 0.113281, 0.115234, 0.117188, 0.119141, 0.121094, 0.123047, 0.125, 0.130859, 0.136719, 0.142578, 0.148438, 0.154297, 0.160156, 0.166016, 0.171875, 0.181641, 0.191406, 0.201172, 0.210938, 0.220703, 0.230469, 0.240234]","[0.001797, 0.006612, 0.004612, 0.034469, 0.068788, 0.057393, 0.072182, 0.027594, 0.051495, 0.043013, 0.047163, 0.039873, 0.081252, 0.033981, 0.032815, 0.023134, 0.225415, 0.108303, 0.089014, 0.166605, 0.267687, 0.159493, 0.262473, 0.299143, 0.204176, 0.166987, 0.031167, 0.054278, 0.038543, 0.021827, 0.00564, 0.00518, 0.006333, 0.001606, 0.000299, 0.000128, 7.8e-05, 0.000181, 7.5e-05, 4.4e-05, 1.3e-05, 2.1e-05, 2.2e-05, 1.5e-05, 2e-05, 2e-05, 2e-05, 1.8e-05, 1.4e-05, 7e-06, 3e-06, 2e-06, 1e-06, 1e-06, 2e-06]"
189,-62.36637,122.61433,"[0.647391, 0.03267, 0.001903, 0.000122, 8e-06, 1e-06]","[0.041016, 0.050781, 0.052734, 0.054688, 0.056641, 0.058594, 0.060547, 0.0625, 0.064453, 0.066406, 0.068359, 0.070312, 0.072266, 0.074219, 0.076172, 0.078125, 0.080078, 0.082031, 0.083984, 0.085938, 0.087891, 0.089844, 0.091797, 0.09375, 0.095703, 0.097656, 0.099609, 0.101562, 0.103516, 0.105469, 0.107422, 0.109375, 0.111328, 0.113281, 0.115234, 0.117188, 0.119141, 0.121094, 0.123047, 0.125, 0.130859, 0.136719, 0.142578, 0.148438, 0.154297, 0.160156, 0.166016, 0.171875, 0.181641, 0.191406, 0.201172, 0.210938, 0.220703, 0.230469, 0.240234]","[0.002819, 0.006096, 0.008968, 0.0196, 0.064075, 0.041584, 0.036054, 0.175459, 0.036181, 0.123526, 0.023272, 0.007811, 0.027446, 0.041977, 0.036505, 0.025103, 0.032049, 0.02465, 0.043316, 0.019605, 0.010742, 0.008763, 0.005718, 0.00441, 0.008327, 0.004679, 0.00567, 0.001082, 0.000681, 0.000799, 0.000396, 0.00029, 0.000361, 8.8e-05, 6.8e-05, 6.1e-05, 5.4e-05, 5.4e-05, 1.9e-05, 3.3e-05, 3.2e-05, 1.8e-05, 1.5e-05, 1.4e-05, 1.1e-05, 9e-06, 3e-06, 9e-06, 6e-06, 7e-06, 4e-06, 5e-06, 8e-06, 3e-06, 3e-06]"
192,-62.35351,122.61445,"[0.452657, 0.018391, 0.000867, 4.7e-05, 3e-06, 0.0]","[0.041016, 0.050781, 0.052734, 0.054688, 0.056641, 0.058594, 0.060547, 0.0625, 0.064453, 0.066406, 0.068359, 0.070312, 0.072266, 0.074219, 0.076172, 0.078125, 0.080078, 0.082031, 0.083984, 0.085938, 0.087891, 0.089844, 0.091797, 0.09375, 0.095703, 0.097656, 0.099609, 0.101562, 0.103516, 0.105469, 0.107422, 0.109375, 0.111328, 0.113281, 0.115234, 0.117188, 0.119141, 0.121094, 0.123047, 0.125, 0.130859, 0.136719, 0.142578, 0.148438, 0.154297, 0.160156, 0.166016, 0.171875, 0.181641, 0.191406, 0.201172, 0.210938, 0.220703, 0.230469, 0.240234]","[0.006516, 0.002188, 0.006554, 0.00825, 0.021519, 0.022666, 0.068705, 0.01846, 0.014846, 0.023788, 0.032178, 0.034951, 0.010295, 0.003769, 0.00377, 0.001092, 0.004163, 0.002821, 0.001479, 0.001332, 0.002488, 0.000617, 0.000598, 0.000298, 0.000138, 5e-05, 4.8e-05, 0.000101, 7.3e-05, 5.9e-05, 1.8e-05, 4.2e-05, 0.000155, 0.000109, 1.2e-05, 1.7e-05, 4.5e-05, 1.7e-05, 3.2e-05, 3.8e-05, 1.2e-05, 2.9e-05, 1.8e-05, 1.2e-05, 1.1e-05, 7e-06, 1.4e-05, 5e-06, 4e-06, 7e-06, 4e-06, 5e-06, 8e-06, 2e-06, 2e-06]"
195,-62.3311,122.52357,"[0.689772, 0.02246, 0.000805, 3.3e-05, 2e-06, 0.0]","[0.041016, 0.050781, 0.052734, 0.054688, 0.056641, 0.058594, 0.060547, 0.0625, 0.064453, 0.066406, 0.068359, 0.070312, 0.072266, 0.074219, 0.076172, 0.078125, 0.080078, 0.082031, 0.083984, 0.085938, 0.087891, 0.089844, 0.091797, 0.09375, 0.095703, 0.097656, 0.099609, 0.101562, 0.103516, 0.105469, 0.107422, 0.109375, 0.111328, 0.113281, 0.115234, 0.117188, 0.119141, 0.121094, 0.123047, 0.125, 0.130859, 0.136719, 0.142578, 0.148438, 0.154297, 0.160156, 0.166016, 0.171875, 0.181641, 0.191406, 0.201172, 0.210938, 0.220703, 0.230469, 0.240234]","[0.017945, 0.007274, 0.002981, 0.008084, 0.007678, 0.007344, 0.008147, 0.021227, 0.007963, 0.017309, 0.009301, 0.002523, 0.001684, 0.001516, 0.002613, 0.001117, 0.000573, 0.000532, 0.000395, 0.000158, 0.00023, 8.5e-05, 0.000152, 7.5e-05, 7.4e-05, 6.8e-05, 0.000123, 6e-05, 0.000246, 3.8e-05, 6.4e-05, 5.6e-05, 8.8e-05, 6.2e-05, 8.5e-05, 6.7e-05, 3.6e-05, 5.1e-05, 6.4e-05, 4.9e-05, 3e-05, 1.9e-05, 1.8e-05, 2.3e-05, 1.5e-05, 1.7e-05, 1e-05, 6e-06, 6e-06, 1.2e-05, 8e-06, 5e-06, 9e-06, 2e-06, 3e-06]"
198,-62.3385,122.41619,"[0.632896, 0.018634, 0.000582, 2e-05, 1e-06, 0.0]","[0.041016, 0.050781, 0.052734, 0.054688, 0.056641, 0.058594, 0.060547, 0.0625, 0.064453, 0.066406, 0.068359, 0.070312, 0.072266, 0.074219, 0.076172, 0.078125, 0.080078, 0.082031, 0.083984, 0.085938, 0.087891, 0.089844, 0.091797, 0.09375, 0.095703, 0.097656, 0.099609, 0.101562, 0.103516, 0.105469, 0.107422, 0.109375, 0.111328, 0.113281, 0.115234, 0.117188, 0.119141, 0.121094, 0.123047, 0.125, 0.130859, 0.136719, 0.142578, 0.148438, 0.154297, 0.160156, 0.166016, 0.171875, 0.181641, 0.191406, 0.201172, 0.210938, 0.220703, 0.230469, 0.240234]","[0.005832, 0.00352, 0.00382, 0.004917, 0.004463, 0.004132, 0.002849, 0.003051, 0.00256, 0.001168, 0.000479, 0.000246, 0.000646, 0.000598, 0.000693, 0.000146, 0.000222, 0.000699, 0.000843, 0.000143, 0.000348, 6.8e-05, 5.4e-05, 6.8e-05, 0.000102, 0.000205, 6.2e-05, 3.5e-05, 6.6e-05, 3.2e-05, 3.1e-05, 5.2e-05, 0.000109, 3.4e-05, 3.9e-05, 2.5e-05, 5.4e-05, 1.8e-05, 1e-05, 1.8e-05, 1.2e-05, 1.2e-05, 9e-06, 6e-06, 6e-06, 3e-06, 6e-06, 6e-06, 2e-06, 5e-06, 2e-06, 1e-06, 5e-06, 1e-06, 2e-06]"
201,-62.35701,122.40598,"[0.716545, 0.022399, 0.000763, 2.9e-05, 1e-06, 0.0]","[0.041016, 0.050781, 0.052734, 0.054688, 0.056641, 0.058594, 0.060547, 0.0625, 0.064453, 0.066406, 0.068359, 0.070312, 0.072266, 0.074219, 0.076172, 0.078125, 0.080078, 0.082031, 0.083984, 0.085938, 0.087891, 0.089844, 0.091797, 0.09375, 0.095703, 0.097656, 0.099609, 0.101562, 0.103516, 0.105469, 0.107422, 0.109375, 0.111328, 0.113281, 0.115234, 0.117188, 0.119141, 0.121094, 0.123047, 0.125, 0.130859, 0.136719, 0.142578, 0.148438, 0.154297, 0.160156, 0.166016, 0.171875, 0.181641, 0.191406, 0.201172, 0.210938, 0.220703, 0.230469, 0.240234]","[0.003781, 0.007317, 0.009141, 0.007534, 0.009265, 0.007628, 0.020623, 0.014786, 0.007654, 0.002478, 0.000956, 0.001008, 0.000943, 0.000486, 0.000108, 0.000835, 0.000267, 0.000735, 0.001272, 0.000418, 6e-05, 0.000146, 7.8e-05, 0.000274, 3.9e-05, 0.000241, 6.2e-05, 1.8e-05, 9.7e-05, 9.2e-05, 6.3e-05, 0.000143, 0.000456, 0.000217, 9e-05, 5.7e-05, 0.000113, 5.4e-05, 3.5e-05, 3.4e-05, 3.9e-05, 2.7e-05, 2.6e-05, 9e-06, 9e-06, 2e-05, 4e-06, 6e-06, 9e-06, 6e-06, 3e-06, 2e-06, 6e-06, 1e-06, 1e-06]"
