time,lat,lon,moments,bin,psd
270,-62.28228,124.10812,"[0.800083, 0.023684, 0.000735, 2.4e-05, 1e-06, 0.0]","[0.041016, 0.050781, 0.052734, 0.054688, 0.056641, 0.058594, 0.060547, 0.0625, 0.064453, 0.066406, 0.068359, 0.070312, 0.072266, 0.074219, 0.076172, 0.078125, 0.080078, 0.082031, 0.083984, 0.085938, 0.087891, 0.089844, 0.091797, 0.09375, 0.095703, 0.097656, 0.099609, 0.101562, 0.103516, 0.105469, 0.107422, 0.109375, 0.111328, 0.113281, 0.115234, 0.117188, 0.119141, 0.121094, 0.123047, 0.125, 0.130859, 0.136719, 0.142578, 0.148438, 0.154297, 0.160156, 0.166016, 0.171875, 0.181641, 0.191406, 0.201172, 0.210938, 0.220703, 0.230469, 0.240234]","[0.009284, 0.003159, 0.003302, 0.002296, 0.000576, 0.001393, 0.00075, 0.000559, 0.000557, 0.000411, 0.0005, 0.000378, 0.000411, 0.000637, 0.000243, 0.000126, 0.000289, 0.000164, 0.000246, 0.000147, 6.5e-05, 0.000126, 3.5e-05, 9.4e-05, 6.6e-05, 9.5e-05, 0.000102, 6.3e-05, 2.9e-05, 3.5e-05, 6.3e-05, 4.7e-05, 8.3e-05, 0.000114, 9e-05, 0.000101, 2.3e-05, 2.7e-05, 2e-05, 4.5e-05, 8.3e-05, 5.6e-05, 2.2e-05, 1.8e-05, 3.9e-05, 2.4e-05, 2.7e-05, 2.5e-05, 1e-05, 1e-05, 4e-06, 4e-06, 5e-06, 5e-06, 2e-06]"
273,-62.23874,124.16817,"[1.142906, 0.03332, 0.001009, 3.2e-05, 1e-06, 0.0]","[0.041016, 0.050781, 0.052734, 0.054688, 0.056641, 0.058594, 0.060547, 0.0625, 0.064453, 0.066406, 0.068359, 0.070312, 0.072266, 0.074219, 0.076172, 0.078125, 0.080078, 0.082031, 0.083984, 0.085938, 0.087891, 0.089844, 0.091797, 0.09375, 0.095703, 0.097656, 0.099609, 0.101562, 0.103516, 0.105469, 0.107422, 0.109375, 0.111328, 0.113281, 0.115234, 0.117188, 0.119141, 0.121094, 0.123047, 0.125, 0.130859, 0.136719, 0.142578, 0.148438, 0.154297, 0.160156, 0.166016, 0.171875, 0.181641, 0.191406, 0.201172, 0.210938, 0.220703, 0.230469, 0.240234]","[0.009943, 0.00284, 0.001408, 0.005232, 0.001604, 0.003254, 0.002427, 0.000789, 0.001188, 0.000751, 0.000257, 0.000676, 0.000386, 0.000358, 0.000182, 0.000151, 0.00017, 0.00013, 0.000203, 0.000216, 0.000333, 0.000236, 0.000125, 9.6e-05, 9e-05, 0.000126, 0.000252, 7.3e-05, 2.8e-05, 5.4e-05, 1.6e-05, 2e-05, 5.1e-05, 1.6e-05, 1.5e-05, 2.4e-05, 9e-06, 2e-05, 8e-06, 2e-05, 1.7e-05, 2.2e-05, 1.3e-05, 1.7e-05, 1.8e-05, 1e-05, 7e-06, 1e-05, 3.1e-05, 1.5e-05, 4e-06, 2e-06, 2e-06, 1e-06, 1e-06]"
276,-62.19552,124.19033,"[0.712946, 0.020782, 0.000634, 2.1e-05, 1e-06, 0.0]","[0.041016, 0.050781, 0.052734, 0.054688, 0.056641, 0.058594, 0.060547, 0.0625, 0.064453, 0.066406, 0.068359, 0.070312, 0.072266, 0.074219, 0.076172, 0.078125, 0.080078, 0.082031, 0.083984, 0.085938, 0.087891, 0.089844, 0.091797, 0.09375, 0.095703, 0.097656, 0.099609, 0.101562, 0.103516, 0.105469, 0.107422, 0.109375, 0.111328, 0.113281, 0.115234, 0.117188, 0.119141, 0.121094, 0.123047, 0.125, 0.130859, 0.136719, 0.142578, 0.148438, 0.154297, 0.160156, 0.166016, 0.171875, 0.181641, 0.191406, 0.201172, 0.210938, 0.220703, 0.230469, 0.240234]","[0.009351, 0.002363, 0.001126, 0.002245, 0.00074, 0.00111, 0.001108, 0.000687, 0.000356, 0.001044, 0.000696, 0.000304, 0.000427, 0.000346, 0.000157, 0.000177, 7.1e-05, 0.00012, 0.000111, 2.7e-05, 0.000115, 5.3e-05, 4.3e-05, 0.000134, 2.1e-05, 2e-05, 0.000123, 2.8e-05, 3.4e-05, 4.9e-05, 2.8e-05, 2.2e-05, 2.3e-05, 1.5e-05, 3.4e-05, 6.1e-05, 2.4e-05, 7.2e-05, 2.1e-05, 2.5e-05, 2.7e-05, 1.2e-05, 1.7e-05, 1.3e-05, 1.7e-05, 2.8e-05, 1.8e-05, 1.8e-05, 7e-06, 2e-06, 2e-06, 2e-06, 1e-06, 1e-06, 1e-06]"
279,-62.16441,124.1918,"[0.694196, 0.021296, 0.000691, 2.4e-05, 1e-06, 0.0]","[0.041016, 0.050781, 0.052734, 0.054688, 0.056641, 0.058594, 0.060547, 0.0625, 0.064453, 0.066406, 0.068359, 0.070312, 0.072266, 0.074219, 0.076172, 0.078125, 0.080078, 0.082031, 0.083984, 0.085938, 0.087891, 0.089844, 0.091797, 0.09375, 0.095703, 0.097656, 0.099609, 0.101562, 0.103516, 0.105469, 0.107422, 0.109375, 0.111328, 0.113281, 0.115234, 0.117188, 0.119141, 0.121094, 0.123047, 0.125, 0.130859, 0.136719, 0.142578, 0.148438, 0.154297, 0.160156, 0.166016, 0.171875, 0.181641, 0.191406, 0.201172, 0.210938, 0.220703, 0.230469, 0.240234]","[0.015979, 0.003197, 0.002368, 0.003577, 0.002207, 0.001629, 0.002594, 0.00106, 0.000723, 0.001454, 0.000802, 0.000261, 0.000386, 0.00061, 0.000116, 0.000124, 0.000364, 0.000163, 0.000223, 0.000135, 0.000311, 0.000149, 6.4e-05, 0.000244, 0.000186, 5.3e-05, 0.000154, 0.000139, 5.7e-05, 0.000107, 3.4e-05, 5.3e-05, 3.5e-05, 3.9e-05, 2.5e-05, 8.9e-05, 6.5e-05, 5e-05, 7e-05, 6.2e-05, 4.8e-05, 3.9e-05, 2.2e-05, 1.3e-05, 1.2e-05, 1.4e-05, 7e-06, 5e-06, 5e-06, 3e-06, 3e-06, 2e-06, 2e-06, 1e-06, 1e-06]"
282,-62.15318,124.20068,"[0.70983, 0.021138, 0.000664, 2.2e-05, 1e-06, 0.0]","[0.041016, 0.050781, 0.052734, 0.054688, 0.056641, 0.058594, 0.060547, 0.0625, 0.064453, 0.066406, 0.068359, 0.070312, 0.072266, 0.074219, 0.076172, 0.078125, 0.080078, 0.082031, 0.083984, 0.085938, 0.087891, 0.089844, 0.091797, 0.09375, 0.095703, 0.097656, 0.099609, 0.101562, 0.103516, 0.105469, 0.107422, 0.109375, 0.111328, 0.113281, 0.115234, 0.117188, 0.119141, 0.121094, 0.123047, 0.125, 0.130859, 0.136719, 0.142578, 0.148438, 0.154297, 0.160156, 0.166016, 0.171875, 0.181641, 0.191406, 0.201172, 0.210938, 0.220703, 0.230469, 0.240234]","[0.007188, 0.005057, 0.001253, 0.003588, 0.001165, 0.000874, 0.001134, 0.000282, 0.001006, 0.000416, 0.000535, 0.000724, 0.000466, 0.000486, 0.00048, 0.000314, 0.000171, 0.0002, 0.000193, 0.000103, 0.000192, 0.000202, 6.9e-05, 7.4e-05, 7.2e-05, 2.1e-05, 7.5e-05, 2.7e-05, 3.6e-05, 5.6e-05, 1.4e-05, 1.9e-05, 7.2e-05, 9e-06, 2.2e-05, 5.6e-05, 2e-05, 2.2e-05, 1.6e-05, 1e-05, 1.5e-05, 1.4e-05, 1e-05, 7e-06, 7e-06, 5e-06, 3e-06, 4e-06, 5e-06, 6e-06, 4e-06, 4e-06, 2e-06, 1e-06, 0.0]"
285,-62.14941,124.2433,"[1.249677, 0.037448, 0.001166, 3.8e-05, 1e-06, 0.0]","[0.041016, 0.050781, 0.052734, 0.054688, 0.056641, 0.058594, 0.060547, 0.0625, 0.064453, 0.066406, 0.068359, 0.070312, 0.072266, 0.074219, 0.076172, 0.078125, 0.080078, 0.082031, 0.083984, 0.085938, 0.087891, 0.089844, 0.091797, 0.09375, 0.095703, 0.097656, 0.099609, 0.101562, 0.103516, 0.105469, 0.107422, 0.109375, 0.111328, 0.113281, 0.115234, 0.117188, 0.119141, 0.121094, 0.123047, 0.125, 0.130859, 0.136719, 0.142578, 0.148438, 0.154297, 0.160156, 0.166016, 0.171875, 0.181641, 0.191406, 0.201172, 0.210938, 0.220703, 0.230469, 0.240234]","[0.016168, 0.00493, 0.002748, 0.00452, 0.001799, 0.002226, 0.001847, 0.000783, 0.001096, 0.000722, 0.000397, 0.000249, 0.000251, 0.00017, 0.000165, 0.000268, 0.000216, 0.000214, 0.000237, 0.000164, 0.000117, 0.000132, 6.1e-05, 9.8e-05, 0.000126, 2.4e-05, 0.000136, 7.9e-05, 1.7e-05, 6e-05, 2.1e-05, 9e-06, 3.1e-05, 2e-05, 4.2e-05, 4.9e-05, 1.6e-05, 4.8e-05, 2.2e-05, 1.7e-05, 1.4e-05, 1.4e-05, 6e-06, 5e-06, 6e-06, 7e-06, 5e-06, 3e-06, 2e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.0, 0.0]"
288,-62.13679,124.29232,"[1.196714, 0.035304, 0.001078, 3.4e-05, 1e-06, 0.0]","[0.041016, 0.050781, 0.052734, 0.054688, 0.056641, 0.058594, 0.060547, 0.0625, 0.064453, 0.066406, 0.068359, 0.070312, 0.072266, 0.074219, 0.076172, 0.078125, 0.080078, 0.082031, 0.083984, 0.085938, 0.087891, 0.089844, 0.091797, 0.09375, 0.095703, 0.097656, 0.099609, 0.101562, 0.103516, 0.105469, 0.107422, 0.109375, 0.111328, 0.113281, 0.115234, 0.117188, 0.119141, 0.121094, 0.123047, 0.125, 0.130859, 0.136719, 0.142578, 0.148438, 0.154297, 0.160156, 0.166016, 0.171875, 0.181641, 0.191406, 0.201172, 0.210938, 0.220703, 0.230469, 0.240234]","[0.013626, 0.00216, 0.001349, 0.002857, 0.000861, 0.001425, 0.00127, 0.000473, 0.000846, 0.000843, 0.000666, 0.00043, 0.000617, 0.000614, 0.000218, 0.000263, 0.000247, 7.7e-05, 0.000113, 5.1e-05, 6.3e-05, 0.0001, 4e-05, 0.000102, 9.2e-05, 2.3e-05, 0.000104, 4.8e-05, 1.7e-05, 6.5e-05, 2.4e-05, 1e-05, 3.9e-05, 1.8e-05, 7e-06, 2.7e-05, 6e-06, 1.2e-05, 1.4e-05, 1.1e-05, 1.3e-05, 1e-05, 4e-06, 2e-06, 3e-06, 3e-06, 3e-06, 3e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.0, 0.0, 0.0]"
291,-62.12796,124.3106,"[1.038849, 0.030218, 0.000914, 2.9e-05, 1e-06, 0.0]","[0.041016, 0.050781, 0.052734, 0.054688, 0.056641, 0.058594, 0.060547, 0.0625, 0.064453, 0.066406, 0.068359, 0.070312, 0.072266, 0.074219, 0.076172, 0.078125, 0.080078, 0.082031, 0.083984, 0.085938, 0.087891, 0.089844, 0.091797, 0.09375, 0.095703, 0.097656, 0.099609, 0.101562, 0.103516, 0.105469, 0.107422, 0.109375, 0.111328, 0.113281, 0.115234, 0.117188, 0.119141, 0.121094, 0.123047, 0.125, 0.130859, 0.136719, 0.142578, 0.148438, 0.154297, 0.160156, 0.166016, 0.171875, 0.181641, 0.191406, 0.201172, 0.210938, 0.220703, 0.230469, 0.240234]","[0.013574, 0.001735, 0.001964, 0.002371, 0.0005, 0.001463, 0.000935, 0.000416, 0.000685, 0.000636, 0.000388, 0.000262, 0.000215, 0.000324, 0.000166, 0.000117, 0.000277, 0.000105, 0.000143, 0.00014, 5.5e-05, 9.1e-05, 3.1e-05, 3.1e-05, 7.9e-05, 1.3e-05, 6.7e-05, 5.3e-05, 2.2e-05, 6.3e-05, 1.6e-05, 1.6e-05, 3.4e-05, 4e-06, 1.7e-05, 2.6e-05, 3e-06, 1.5e-05, 1.6e-05, 9e-06, 8e-06, 8e-06, 6e-06, 5e-06, 4e-06, 3e-06, 3e-06, 3e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.0, 0.0]"
294,-62.13842,124.30107,"[1.088003, 0.031983, 0.000986, 3.2e-05, 1e-06, 0.0]","[0.041016, 0.050781, 0.052734, 0.054688, 0.056641, 0.058594, 0.060547, 0.0625, 0.064453, 0.066406, 0.068359, 0.070312, 0.072266, 0.074219, 0.076172, 0.078125, 0.080078, 0.082031, 0.083984, 0.085938, 0.087891, 0.089844, 0.091797, 0.09375, 0.095703, 0.097656, 0.099609, 0.101562, 0.103516, 0.105469, 0.107422, 0.109375, 0.111328, 0.113281, 0.115234, 0.117188, 0.119141, 0.121094, 0.123047, 0.125, 0.130859, 0.136719, 0.142578, 0.148438, 0.154297, 0.160156, 0.166016, 0.171875, 0.181641, 0.191406, 0.201172, 0.210938, 0.220703, 0.230469, 0.240234]","[0.011927, 0.001496, 0.003192, 0.005594, 0.002464, 0.004523, 0.002997, 0.002809, 0.003267, 0.001412, 0.001611, 0.002168, 0.000963, 0.000665, 0.000752, 0.000135, 0.000169, 8e-05, 6e-05, 0.000131, 0.000119, 0.000175, 8.6e-05, 6.4e-05, 7.9e-05, 0.000106, 3.4e-05, 7.9e-05, 6.6e-05, 6e-05, 5.3e-05, 2.2e-05, 3.1e-05, 2.3e-05, 2.6e-05, 1.6e-05, 2.6e-05, 2e-05, 2e-05, 1.8e-05, 1.3e-05, 8e-06, 3e-06, 5e-06, 4e-06, 2e-06, 3e-06, 2e-06, 2e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.0]"
297,-62.17364,124.28482,"[1.03756, 0.031357, 0.001006, 3.5e-05, 1e-06, 0.0]","[0.041016, 0.050781, 0.052734, 0.054688, 0.056641, 0.058594, 0.060547, 0.0625, 0.064453, 0.066406, 0.068359, 0.070312, 0.072266, 0.074219, 0.076172, 0.078125, 0.080078, 0.082031, 0.083984, 0.085938, 0.087891, 0.089844, 0.091797, 0.09375, 0.095703, 0.097656, 0.099609, 0.101562, 0.103516, 0.105469, 0.107422, 0.109375, 0.111328, 0.113281, 0.115234, 0.117188, 0.119141, 0.121094, 0.123047, 0.125, 0.130859, 0.136719, 0.142578, 0.148438, 0.154297, 0.160156, 0.166016, 0.171875, 0.181641, 0.191406, 0.201172, 0.210938, 0.220703, 0.230469, 0.240234]","[0.013418, 0.000998, 0.007932, 0.004848, 0.005283, 0.003357, 0.006304, 0.001971, 0.004431, 0.003666, 0.004225, 0.00435, 0.0033, 0.002828, 0.001961, 0.00018, 0.000274, 0.000313, 0.000285, 0.000274, 0.000107, 0.000111, 0.000187, 0.000102, 0.000128, 0.000107, 7.3e-05, 1.9e-05, 8.1e-05, 7.9e-05, 2.7e-05, 4.1e-05, 1.3e-05, 3.6e-05, 5.4e-05, 4.3e-05, 3.3e-05, 4e-05, 4e-06, 3.2e-05, 1.8e-05, 1.5e-05, 1.9e-05, 1.3e-05, 5e-06, 6e-06, 1.2e-05, 5e-06, 4e-06, 3e-06, 2e-06, 1e-06, 1e-06, 1e-06, 1e-06]"
300,-62.21207,124.2913,"[0.059515, 0.002146, 8.9e-05, 4e-06, 0.0, 0.0]","[0.041016, 0.050781, 0.052734, 0.054688, 0.056641, 0.058594, 0.060547, 0.0625, 0.064453, 0.066406, 0.068359, 0.070312, 0.072266, 0.074219, 0.076172, 0.078125, 0.080078, 0.082031, 0.083984, 0.085938, 0.087891, 0.089844, 0.091797, 0.09375, 0.095703, 0.097656, 0.099609, 0.101562, 0.103516, 0.105469, 0.107422, 0.109375, 0.111328, 0.113281, 0.115234, 0.117188, 0.119141, 0.121094, 0.123047, 0.125, 0.130859, 0.136719, 0.142578, 0.148438, 0.154297, 0.160156, 0.166016, 0.171875, 0.181641, 0.191406, 0.201172, 0.210938, 0.220703, 0.230469, 0.240234]","[0.000405, 0.000998, 0.003945, 0.004722, 0.00252, 0.001624, 0.001461, 0.001346, 0.001655, 0.00203, 0.001352, 0.000516, 0.000687, 0.000416, 0.000177, 0.000372, 0.00017, 6.4e-05, 4.3e-05, 2.6e-05, 2.3e-05, 4.6e-05, 2.3e-05, 1.1e-05, 2.6e-05, 2.3e-05, 1.6e-05, 9e-06, 8e-06, 6e-06, 2e-06, 9e-06, 8e-06, 7e-06, 1.2e-05, 1.4e-05, 1.9e-05, 1.5e-05, 3.5e-05, 2.5e-05, 1.3e-05, 1.5e-05, 1.3e-05, 6e-06, 6e-06, 4e-06, 5e-06, 4e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.0, 1e-06]"
303,-62.22768,124.35413,"[0.078756, 0.002519, 9.4e-05, 5e-06, 0.0, 0.0]","[0.041016, 0.050781, 0.052734, 0.054688, 0.056641, 0.058594, 0.060547, 0.0625, 0.064453, 0.066406, 0.068359, 0.070312, 0.072266, 0.074219, 0.076172, 0.078125, 0.080078, 0.082031, 0.083984, 0.085938, 0.087891, 0.089844, 0.091797, 0.09375, 0.095703, 0.097656, 0.099609, 0.101562, 0.103516, 0.105469, 0.107422, 0.109375, 0.111328, 0.113281, 0.115234, 0.117188, 0.119141, 0.121094, 0.123047, 0.125, 0.130859, 0.136719, 0.142578, 0.148438, 0.154297, 0.160156, 0.166016, 0.171875, 0.181641, 0.191406, 0.201172, 0.210938, 0.220703, 0.230469, 0.240234]","[0.001219, 0.000202, 0.000791, 0.000971, 0.000429, 0.000358, 0.000258, 0.000639, 0.000137, 0.000139, 0.00034, 0.000394, 0.000248, 0.000279, 0.000187, 0.000239, 0.000217, 0.000199, 7.9e-05, 0.000158, 0.000293, 0.000476, 0.000284, 0.000155, 0.000295, 0.000414, 0.000213, 0.000266, 0.000396, 0.000265, 0.000405, 0.000144, 0.000435, 0.000443, 0.00033, 0.000234, 0.000181, 0.000202, 0.000214, 0.000137, 9.7e-05, 4.5e-05, 8.6e-05, 7.8e-05, 2.7e-05, 3.6e-05, 3e-05, 3.4e-05, 1e-05, 1e-05, 8e-06, 5e-06, 4e-06, 3e-06, 2e-06]"
306,-62.21283,124.42911,"[0.076388, 0.002482, 8.8e-05, 4e-06, 0.0, 0.0]","[0.041016, 0.050781, 0.052734, 0.054688, 0.056641, 0.058594, 0.060547, 0.0625, 0.064453, 0.066406, 0.068359, 0.070312, 0.072266, 0.074219, 0.076172, 0.078125, 0.080078, 0.082031, 0.083984, 0.085938, 0.087891, 0.089844, 0.091797, 0.09375, 0.095703, 0.097656, 0.099609, 0.101562, 0.103516, 0.105469, 0.107422, 0.109375, 0.111328, 0.113281, 0.115234, 0.117188, 0.119141, 0.121094, 0.123047, 0.125, 0.130859, 0.136719, 0.142578, 0.148438, 0.154297, 0.160156, 0.166016, 0.171875, 0.181641, 0.191406, 0.201172, 0.210938, 0.220703, 0.230469, 0.240234]","[0.001342, 0.000586, 0.001085, 0.000802, 0.000694, 0.00024, 0.000219, 0.00057, 0.000427, 0.000209, 0.000274, 0.000112, 0.00011, 5.9e-05, 0.000211, 7.3e-05, 4.5e-05, 7.8e-05, 4.4e-05, 3.5e-05, 4.2e-05, 2.4e-05, 8.1e-05, 4.7e-05, 8.5e-05, 2.8e-05, 4.9e-05, 6.3e-05, 6.6e-05, 1.6e-05, 1.7e-05, 2.6e-05, 1.7e-05, 2.1e-05, 1.7e-05, 1.3e-05, 1.6e-05, 2.1e-05, 4.7e-05, 5.3e-05, 6.7e-05, 4e-05, 3.5e-05, 3.5e-05, 1.6e-05, 3.2e-05, 2.3e-05, 1.4e-05, 6e-06, 7e-06, 3e-06, 3e-06, 2e-06, 2e-06, 2e-06]"
309,-62.21621,124.46469,"[0.078299, 0.002967, 0.000129, 6e-06, 0.0, 0.0]","[0.041016, 0.050781, 0.052734, 0.054688, 0.056641, 0.058594, 0.060547, 0.0625, 0.064453, 0.066406, 0.068359, 0.070312, 0.072266, 0.074219, 0.076172, 0.078125, 0.080078, 0.082031, 0.083984, 0.085938, 0.087891, 0.089844, 0.091797, 0.09375, 0.095703, 0.097656, 0.099609, 0.101562, 0.103516, 0.105469, 0.107422, 0.109375, 0.111328, 0.113281, 0.115234, 0.117188, 0.119141, 0.121094, 0.123047, 0.125, 0.130859, 0.136719, 0.142578, 0.148438, 0.154297, 0.160156, 0.166016, 0.171875, 0.181641, 0.191406, 0.201172, 0.210938, 0.220703, 0.230469, 0.240234]","[0.00076, 0.00075, 0.003067, 0.004646, 0.006069, 0.00426, 0.001155, 0.002092, 0.001461, 0.001976, 0.002258, 0.000813, 0.00091, 0.002222, 0.001268, 0.001328, 0.000186, 8.7e-05, 0.000105, 0.000181, 3.2e-05, 1.9e-05, 1.4e-05, 2.2e-05, 5.6e-05, 6.7e-05, 1.8e-05, 1.6e-05, 3.7e-05, 2.9e-05, 2.4e-05, 1e-05, 2.4e-05, 1.3e-05, 2.7e-05, 2e-05, 3.9e-05, 7.2e-05, 2e-05, 3.2e-05, 2.2e-05, 5e-06, 1.7e-05, 6e-06, 4e-06, 1.5e-05, 6e-06, 5e-06, 4e-06, 4e-06, 3e-06, 5e-06, 4e-06, 3e-06, 1e-06]"
312,-62.23156,124.51694,"[0.095638, 0.004102, 0.000206, 1.2e-05, 1e-06, 0.0]","[0.041016, 0.050781, 0.052734, 0.054688, 0.056641, 0.058594, 0.060547, 0.0625, 0.064453, 0.066406, 0.068359, 0.070312, 0.072266, 0.074219, 0.076172, 0.078125, 0.080078, 0.082031, 0.083984, 0.085938, 0.087891, 0.089844, 0.091797, 0.09375, 0.095703, 0.097656, 0.099609, 0.101562, 0.103516, 0.105469, 0.107422, 0.109375, 0.111328, 0.113281, 0.115234, 0.117188, 0.119141, 0.121094, 0.123047, 0.125, 0.130859, 0.136719, 0.142578, 0.148438, 0.154297, 0.160156, 0.166016, 0.171875, 0.181641, 0.191406, 0.201172, 0.210938, 0.220703, 0.230469, 0.240234]","[0.001522, 0.000349, 0.003925, 0.002846, 0.00517, 0.008927, 0.012043, 0.003027, 0.00242, 0.005384, 0.005034, 0.006293, 0.006045, 0.006403, 0.001462, 0.002388, 0.000495, 0.000318, 0.000264, 0.000562, 0.000228, 0.000163, 0.00012, 4.6e-05, 2e-05, 4e-06, 2.9e-05, 3.2e-05, 2.5e-05, 2.6e-05, 1.8e-05, 3.6e-05, 3.2e-05, 4.2e-05, 2.2e-05, 2.9e-05, 3.4e-05, 4.1e-05, 1e-05, 1.9e-05, 3.8e-05, 1e-05, 2.6e-05, 2.2e-05, 1.8e-05, 5e-06, 5e-06, 4e-06, 4e-06, 2e-06, 4e-06, 2e-06, 1e-06, 2e-06, 1e-06]"
315,-62.2391,124.58338,"[0.216481, 0.00825, 0.000371, 2e-05, 1e-06, 0.0]","[0.041016, 0.050781, 0.052734, 0.054688, 0.056641, 0.058594, 0.060547, 0.0625, 0.064453, 0.066406, 0.068359, 0.070312, 0.072266, 0.074219, 0.076172, 0.078125, 0.080078, 0.082031, 0.083984, 0.085938, 0.087891, 0.089844, 0.091797, 0.09375, 0.095703, 0.097656, 0.099609, 0.101562, 0.103516, 0.105469, 0.107422, 0.109375, 0.111328, 0.113281, 0.115234, 0.117188, 0.119141, 0.121094, 0.123047, 0.125, 0.130859, 0.136719, 0.142578, 0.148438, 0.154297, 0.160156, 0.166016, 0.171875, 0.181641, 0.191406, 0.201172, 0.210938, 0.220703, 0.230469, 0.240234]","[0.002893, 0.001389, 0.000753, 0.000982, 0.008981, 0.006521, 0.006209, 0.007955, 0.010449, 0.011189, 0.022136, 0.005189, 0.007247, 0.001838, 0.004628, 0.003494, 0.000924, 0.002177, 0.001053, 0.000737, 0.001795, 0.000522, 0.0002, 0.000179, 3.5e-05, 7.4e-05, 0.000143, 2.4e-05, 2.6e-05, 2.5e-05, 2.7e-05, 3.1e-05, 3.7e-05, 2.1e-05, 1.3e-05, 3.2e-05, 1.3e-05, 1.4e-05, 1.9e-05, 4.1e-05, 3.4e-05, 1.6e-05, 1.7e-05, 1e-05, 1.9e-05, 1e-05, 5e-06, 6e-06, 3e-06, 2e-06, 2e-06, 4e-06, 2e-06, 1e-06, 2e-06]"
318,-62.23576,124.63129,"[0.176602, 0.007643, 0.000385, 2.2e-05, 1e-06, 0.0]","[0.041016, 0.050781, 0.052734, 0.054688, 0.056641, 0.058594, 0.060547, 0.0625, 0.064453, 0.066406, 0.068359, 0.070312, 0.072266, 0.074219, 0.076172, 0.078125, 0.080078, 0.082031, 0.083984, 0.085938, 0.087891, 0.089844, 0.091797, 0.09375, 0.095703, 0.097656, 0.099609, 0.101562, 0.103516, 0.105469, 0.107422, 0.109375, 0.111328, 0.113281, 0.115234, 0.117188, 0.119141, 0.121094, 0.123047, 0.125, 0.130859, 0.136719, 0.142578, 0.148438, 0.154297, 0.160156, 0.166016, 0.171875, 0.181641, 0.191406, 0.201172, 0.210938, 0.220703, 0.230469, 0.240234]","[0.002735, 0.003774, 0.010113, 0.016182, 0.005327, 0.014751, 0.008611, 0.002562, 0.0083, 0.006455, 0.010824, 0.009732, 0.009191, 0.003338, 0.003462, 0.008401, 0.0051, 0.004552, 0.002692, 0.001955, 0.001988, 0.000801, 0.000537, 0.000518, 0.000512, 0.000315, 0.000134, 4.7e-05, 7e-05, 5.2e-05, 5.9e-05, 4.3e-05, 1.6e-05, 2.4e-05, 4.3e-05, 4.2e-05, 3.4e-05, 2.6e-05, 1.7e-05, 3.2e-05, 3.3e-05, 1.4e-05, 4e-06, 1.1e-05, 1.2e-05, 1e-05, 1e-05, 6e-06, 4e-06, 4e-06, 4e-06, 2e-06, 2e-06, 2e-06, 1e-06]"
321,-62.23883,124.65939,"[0.148885, 0.006236, 0.000305, 1.7e-05, 1e-06, 0.0]","[0.041016, 0.050781, 0.052734, 0.054688, 0.056641, 0.058594, 0.060547, 0.0625, 0.064453, 0.066406, 0.068359, 0.070312, 0.072266, 0.074219, 0.076172, 0.078125, 0.080078, 0.082031, 0.083984, 0.085938, 0.087891, 0.089844, 0.091797, 0.09375, 0.095703, 0.097656, 0.099609, 0.101562, 0.103516, 0.105469, 0.107422, 0.109375, 0.111328, 0.113281, 0.115234, 0.117188, 0.119141, 0.121094, 0.123047, 0.125, 0.130859, 0.136719, 0.142578, 0.148438, 0.154297, 0.160156, 0.166016, 0.171875, 0.181641, 0.191406, 0.201172, 0.210938, 0.220703, 0.230469, 0.240234]","[0.001323, 0.001896, 0.003058, 0.005592, 0.002907, 0.005459, 0.007947, 0.012858, 0.012179, 0.015581, 0.014364, 0.009045, 0.001222, 0.002137, 0.001519, 0.003098, 0.002025, 0.002471, 0.001078, 0.000485, 0.00021, 0.000188, 0.000249, 8.4e-05, 5.6e-05, 5.1e-05, 1.7e-05, 4.3e-05, 2.9e-05, 2.6e-05, 4.6e-05, 2.9e-05, 2.8e-05, 2.4e-05, 5.6e-05, 1.9e-05, 1.4e-05, 1.7e-05, 1.5e-05, 1.6e-05, 3.5e-05, 3.8e-05, 1.1e-05, 5e-06, 7e-06, 8e-06, 6e-06, 3e-06, 5e-06, 4e-06, 2e-06, 2e-06, 1e-06, 1e-06, 1e-06]"
